object_id,color_1,closest_1,color_2,closest_2,color_3,closest_3,color_4,closest_4,color_5,closest_5,palette,url
18102967,#91826e,#808080,#6f6454,#696969,,,,,,,css3,http://images.collection.cooperhewitt.org/42_a164596dc9b98b35_z.jpg
18102981,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/44_e18faf4ac0eb1010_z.jpg
18102989,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/45_e18faf4ac0eb1010_z.jpg
18102995,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/46_e18faf4ac0eb1010_z.jpg
18103003,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/47_e18faf4ac0eb1010_z.jpg
18103057,#9f9389,#bc8f8f,#7f736a,#696969,#625249,#556b2f,,,,,css3,http://images.collection.cooperhewitt.org/48_6b6f22b9db26e19c_z.jpg
18103065,#bdb6ab,#c0c0c0,#817064,#696969,#a4907f,#bc8f8f,#c6d0d1,#d3d3d3,,,css3,http://images.collection.cooperhewitt.org/49_fe3b469fea6a842e_z.jpg
18102903,#cec6b8,#c0c0c0,#9a8e95,#bc8f8f,#5f5547,#556b2f,#bb9963,#bdb76b,#a48275,#bc8f8f,css3,http://images.collection.cooperhewitt.org/56_275bf112366c93aa_z.jpg
18102947,#b1a7b1,#a9a9a9,#9a8483,#808080,#73615f,#696969,,,,,css3,http://images.collection.cooperhewitt.org/59_2e052017d714815c_z.jpg
18104735,#3c4656,#2f4f4f,#5e707f,#696969,#928b95,#778899,#6c666b,#696969,#141c2f,#000000,css3,http://images.collection.cooperhewitt.org/60_069fb36037656eec_z.jpg
18104185,#947e6e,#808080,#ceb1a0,#d2b48c,#232d4d,#2f4f4f,#454a60,#2f4f4f,#a19794,#bc8f8f,css3,http://images.collection.cooperhewitt.org/61_414c03ec85852574_z.jpg
18105197,#958771,#808080,#786554,#696969,#58483e,#556b2f,,,,,css3,http://images.collection.cooperhewitt.org/69_dd5720d5b9394072_z.jpg
18105053,#a99284,#bc8f8f,#7c6762,#696969,#563940,#2f4f4f,,,,,css3,http://images.collection.cooperhewitt.org/73_5f7aed8ef4db8735_z.jpg
18105085,#88826f,#808080,#715c4e,#696969,#514b45,#2f4f4f,#937464,#808080,,,css3,http://images.collection.cooperhewitt.org/74_604ce9be4303cc0f_z.jpg
18126051,#b99190,#bc8f8f,#92675f,#696969,#62393a,#556b2f,#3c232a,#2f4f4f,,,css3,http://images.collection.cooperhewitt.org/120_8d91a9f0e058c6da_z.jpg
18129281,#d3d3e3,#dcdcdc,#878095,#778899,#5d5a66,#696969,#cddfe6,#dcdcdc,#3f384a,#2f4f4f,css3,http://images.collection.cooperhewitt.org/145_eba3ed10ab3a019d_z.jpg
18116665,#dbb8b9,#c0c0c0,#9d8da5,#a9a9a9,#6d6e80,#696969,#544e60,#696969,,,css3,http://images.collection.cooperhewitt.org/156_84d34367444cfee8_z.jpg
18118359,#a08f92,#bc8f8f,#726767,#696969,#26252d,#2f4f4f,,,,,css3,http://images.collection.cooperhewitt.org/163_a2f3969d57855da9_z.jpg
18126671,#8b9bb8,#a9a9a9,#6c7e9a,#708090,#404b62,#2f4f4f,#a7bedd,#b0c4de,,,css3,http://images.collection.cooperhewitt.org/172_e8c264f80776f1ad_z.jpg
18127219,#ddbca4,#d2b48c,#a87b5f,#cd5c5c,#8e5e45,#a0522d,#5f3529,#8b4513,,,css3,http://images.collection.cooperhewitt.org/182_10c703fb2c54e894_z.jpg
18128023,#beacac,#a9a9a9,#4c4241,#2f4f4f,#745e59,#696969,#958888,#808080,,,css3,http://images.collection.cooperhewitt.org/226_f587ac0e1361402a_z.jpg
18109397,#c48b62,#cd853f,#eacdc0,#f5deb3,#a8653a,#a0522d,#d5d1e6,#dcdcdc,#4d1406,#800000,css3,http://images.collection.cooperhewitt.org/241_47c78ed5c2c14d97_z.jpg
18109429,#623625,#8b4513,#af8b75,#bc8f8f,#d0c0bc,#c0c0c0,#29191a,#000000,#967053,#a0522d,css3,http://images.collection.cooperhewitt.org/242_247599c4f097f0f7_z.jpg
18109791,#d8c5cd,#d8bfd8,#af9f9d,#a9a9a9,#373545,#2f4f4f,#673a35,#8b4513,#d73b41,#dc143c,css3,http://images.collection.cooperhewitt.org/330_4b35618ad331b3a5_z.jpg
18110897,#a69996,#a9a9a9,#806b66,#696969,#504140,#2f4f4f,,,,,css3,http://images.collection.cooperhewitt.org/359_06b748466d89f1a5_z.jpg
18113347,#bf9d88,#bc8f8f,#c4c4df,#b0c4de,#1c0509,#000000,#654c43,#556b2f,#a8765e,#cd5c5c,css3,http://images.collection.cooperhewitt.org/400_07ccb95687a40bfd_z.jpg
18113807,#bb9b85,#bc8f8f,#9a7d69,#808080,#684936,#556b2f,,,,,css3,http://images.collection.cooperhewitt.org/413_9db475f269f5f68b_z.jpg
18097415,#a7a4a0,#a9a9a9,,,,,,,,,css3,http://images.collection.cooperhewitt.org/427_eadb1cfdf97bf0bd_z.jpg
18103321,#b3b092,#a9a9a9,#c4cedc,#d3d3d3,#614c33,#556b2f,#31241a,#000000,#787054,#696969,css3,http://images.collection.cooperhewitt.org/447_a4205daa90d7c360_z.jpg
18103321,#bdc8d6,#b0c4de,#cbc39e,#d2b48c,#5e4f43,#556b2f,#908d80,#808080,#827260,#696969,css3,http://images.collection.cooperhewitt.org/448_1b3902754c0329e6_z.jpg
18103841,#20121d,#000000,#482b3d,#2f4f4f,#4f3632,#2f4f4f,#947369,#808080,#3f5b85,#483d8b,css3,http://images.collection.cooperhewitt.org/453_1e07b6a2edb2f99a_z.jpg
18103009,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/457_e18faf4ac0eb1010_z.jpg
18103015,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/458_e18faf4ac0eb1010_z.jpg
18103023,#aca2b1,#a9a9a9,#7a6e73,#696969,#564e54,#696969,#cac8db,#d3d3d3,#322b35,#2f4f4f,css3,http://images.collection.cooperhewitt.org/459_e18faf4ac0eb1010_z.jpg
18102817,#a59684,#bc8f8f,#796e66,#696969,#5e534f,#696969,,,,,css3,http://images.collection.cooperhewitt.org/461_f9890678c9cf0729_z.jpg
18102891,#817576,#808080,#d5d7e6,#dcdcdc,#594e54,#696969,,,,,css3,http://images.collection.cooperhewitt.org/465_c8a0188da27c1ba4_z.jpg
18102909,#b9ac9e,#a9a9a9,#534c42,#556b2f,#906951,#a0522d,#7e524b,#696969,#978477,#808080,css3,http://images.collection.cooperhewitt.org/467_8b3b6fdcca27b474_z.jpg
18102917,#c5b3aa,#c0c0c0,#6d5f56,#696969,#8e7168,#808080,#8d8385,#808080,,,css3,http://images.collection.cooperhewitt.org/468_4aeffd249c96cab9_z.jpg
18104759,#eaa786,#deb887,#e7e6c9,#dcdcdc,#aa7d76,#bc8f8f,#0a081c,#000000,#c6aa97,#d2b48c,css3,http://images.collection.cooperhewitt.org/469_99aaa35dd24d2232_z.jpg
18104017,#aa9f9e,#a9a9a9,#7b8089,#808080,#8f7c76,#808080,#726059,#696969,#844450,#a0522d,css3,http://images.collection.cooperhewitt.org/470_ef418cb3391e5d8c_z.jpg
18104159,#b7a08c,#bc8f8f,#7b7367,#696969,#9a816d,#808080,#9ea7a4,#a9a9a9,#798283,#808080,css3,http://images.collection.cooperhewitt.org/471_3cbb2894371023f2_z.jpg
18106225,#bd9f74,#bdb76b,#a98046,#cd853f,#d9c7a7,#d2b48c,#4f5642,#556b2f,#8b6336,#a0522d,css3,http://images.collection.cooperhewitt.org/472_1602f154a8e33b6c_z.jpg
18120333,#7b8087,#808080,#585c64,#696969,,,,,,,css3,http://images.collection.cooperhewitt.org/480_24f277535da829f0_z.jpg
18126477,#9f99ae,#a9a9a9,#857a8f,#808080,,,,,,,css3,http://images.collection.cooperhewitt.org/484_12d68217408c6560_z.jpg
18127671,#5e7189,#708090,#7b929f,#778899,#a4c5d5,#b0c4de,#8289a1,#778899,#aba2b9,#a9a9a9,css3,http://images.collection.cooperhewitt.org/485_19f1675b1de66929_z.jpg
18127741,#6f83a7,#778899,#586888,#708090,#cad5f2,#dcdcdc,,,,,css3,http://images.collection.cooperhewitt.org/486_cd1b9bd486bf9591_z.jpg
18128683,#727d7c,#808080,#746b67,#696969,#918b86,#808080,,,,,css3,http://images.collection.cooperhewitt.org/490_7d96b084fbf3a5e6_z.jpg
18128983,#d3d3e3,#dcdcdc,#878095,#778899,#5d5a66,#696969,#cddfe6,#dcdcdc,#3f384a,#2f4f4f,css3,http://images.collection.cooperhewitt.org/494_eba3ed10ab3a019d_z.jpg
18129577,#bbada9,#a9a9a9,#d4d4ee,#dcdcdc,#857677,#808080,#625458,#696969,,,css3,http://images.collection.cooperhewitt.org/495_c493e7af06395da0_z.jpg
18110043,#d7d0c7,#d3d3d3,#b8aaa4,#a9a9a9,#43181a,#800000,#a98078,#bc8f8f,#714b49,#696969,css3,http://images.collection.cooperhewitt.org/501_404990793d3d92c0_z.jpg
18110403,#b5a9a2,#a9a9a9,#887b79,#808080,#624644,#556b2f,#261213,#000000,,,css3,http://images.collection.cooperhewitt.org/502_967a0a3512c5a8ab_z.jpg
18104415,#e76f42,#ff6347,#bb5c32,#a0522d,#807a9c,#778899,#512d3d,#2f4f4f,#d9cfdb,#d3d3d3,css3,http://images.collection.cooperhewitt.org/504_371737ba63a5c4d1_z.jpg
18105211,#7f756a,#808080,#685b55,#696969,#513f3f,#2f4f4f,,,,,css3,http://images.collection.cooperhewitt.org/506_0c84be27bce29a6e_z.jpg
18105219,#918371,#808080,#746659,#696969,,,,,,,css3,http://images.collection.cooperhewitt.org/507_719321c37b9697e3_z.jpg
18105071,#95918a,#808080,#635d5b,#696969,,,,,,,css3,http://images.collection.cooperhewitt.org/512_a13f42c5a019422d_z.jpg
18105151,#d7d1ca,#d3d3d3,#c9ab88,#d2b48c,#8e7a57,#808080,#735633,#556b2f,#523921,#556b2f,css3,http://images.collection.cooperhewitt.org/517_1a2da5eefd81de07_z.jpg
18105975,#c4c3b4,#c0c0c0,#e2f4e4,#f5f5dc,#261424,#000000,#2f2221,#2f4f4f,#252d2b,#2f4f4f,css3,http://images.collection.cooperhewitt.org/521_4f89b352fae53bc0_z.jpg
18105791,#d6d1c6,#d3d3d3,#6c553e,#556b2f,#642e0f,#8b4513,#8b6f4d,#696969,#3d1907,#000000,css3,http://images.collection.cooperhewitt.org/526_02bc78ed9f9265a1_z.jpg
18105791,#5d4037,#556b2f,#5f2815,#8b4513,#ded5c4,#d3d3d3,#6a4e2b,#556b2f,#7b6a56,#696969,css3,http://images.collection.cooperhewitt.org/527_00a9218f747dcaa9_z.jpg
18105739,#292c2e,#2f4f4f,#563835,#556b2f,#7d4b39,#a0522d,#2b0a07,#000000,#56341a,#8b4513,css3,http://images.collection.cooperhewitt.org/531_8051faac7cd312b6_z.jpg
18105739,#cbcdbb,#c0c0c0,#3b3123,#2f4f4f,#222920,#2f4f4f,#513221,#556b2f,#2e130c,#000000,css3,http://images.collection.cooperhewitt.org/532_db7b2e0228f8323d_z.jpg
18125657,#d5c9c7,#d3d3d3,#9f795b,#808080,#baa093,#bc8f8f,#83604b,#696969,#2f2426,#2f4f4f,css3,http://images.collection.cooperhewitt.org/548_6f10f2ca765169a0_z.jpg
18125719,#dfe2f5,#e6e6fa,#c4a695,#d2b48c,#dad0cd,#d3d3d3,#9f7e6f,#808080,#7c5a48,#696969,css3,http://images.collection.cooperhewitt.org/551_a4e827dcd5be0d07_z.jpg
18125725,#252c42,#2f4f4f,#5c5c65,#696969,#8b929a,#778899,#707786,#708090,,,css3,http://images.collection.cooperhewitt.org/552_64e8046f82535728_z.jpg
18125807,#a9867b,#bc8f8f,#bba4a5,#a9a9a9,#74574d,#696969,#573839,#2f4f4f,#2b1a21,#000000,css3,http://images.collection.cooperhewitt.org/557_5825da20df5cfe16_z.jpg
18125873,#be9686,#bc8f8f,#d2b5b5,#c0c0c0,#886155,#696969,#5d3e3d,#556b2f,#9b7d7b,#808080,css3,http://images.collection.cooperhewitt.org/561_20f48fe54e6743a2_z.jpg
18125879,#c18e74,#bc8f8f,#dbb7ac,#d2b48c,#e7d6e5,#dcdcdc,#9a6a56,#a0522d,#2f1c21,#000000,css3,http://images.collection.cooperhewitt.org/562_da7aa4eff8dcec7c_z.jpg
18125981,#e1d4de,#dcdcdc,#a47c69,#808080,#816257,#696969,#573d3b,#556b2f,,,css3,http://images.collection.cooperhewitt.org/568_c5f1f21f176d7783_z.jpg
18126021,#e0cbcb,#d3d3d3,#a47962,#808080,#5b3e38,#556b2f,#7d6054,#696969,,,css3,http://images.collection.cooperhewitt.org/570_58fe9a7ba344c54f_z.jpg
18126029,#deccd1,#d3d3d3,#986d5f,#808080,#785247,#696969,#4a3030,#2f4f4f,,,css3,http://images.collection.cooperhewitt.org/572_a30a91ce84552ae3_z.jpg
18126225,#e3d3c3,#d3d3d3,#d29d77,#e9967a,#b47958,#cd853f,#a35a36,#a0522d,#6e473e,#556b2f,css3,http://images.collection.cooperhewitt.org/580_633cf1dfd8adeb03_z.jpg
18116741,#bb9c90,#bc8f8f,#827577,#808080,#443c47,#2f4f4f,#63595f,#696969,,,css3,http://images.collection.cooperhewitt.org/601_7ca100ca1332d810_z.jpg
18119427,#cfb8ad,#c0c0c0,#9f7e71,#808080,#6b4d49,#696969,#432b2e,#2f4f4f,,,css3,http://images.collection.cooperhewitt.org/615_48758c7aece70a15_z.jpg
18121443,#8c857d,#808080,#7a6761,#696969,,,,,,,css3,http://images.collection.cooperhewitt.org/616_4ddcfdbaff3b9e6b_z.jpg
18127003,#1d2845,#2f4f4f,#665754,#696969,#433f4e,#2f4f4f,#877564,#808080,#435362,#2f4f4f,css3,http://images.collection.cooperhewitt.org/715_a501925e0faba65c_z.jpg
18108953,#dfcfcb,#d3d3d3,#c4a89c,#d2b48c,#8f6a54,#696969,#ac8a72,#bc8f8f,#633a2c,#8b4513,css3,http://images.collection.cooperhewitt.org/789_95dc6ed504c3e653_z.jpg
18109287,#b7936d,#bc8f8f,#986a3d,#a0522d,#7a4d25,#8b4513,#543419,#8b4513,,,css3,http://images.collection.cooperhewitt.org/790_8595e2b805dd630e_z.jpg
18109289,#9f8771,#808080,#7b6047,#696969,#623e24,#8b4513,,,,,css3,http://images.collection.cooperhewitt.org/791_6a1326e08eed0201_z.jpg
18109397,#dbb69e,#d2b48c,#c68d67,#e9967a,#d6c9e3,#d8bfd8,#af6739,#a0522d,#722e1a,#8b4513,css3,http://images.collection.cooperhewitt.org/793_2604386bd22ce71d_z.jpg
18109395,#cbc9e1,#d8bfd8,#cdb4ad,#c0c0c0,#d0936e,#e9967a,#a87045,#a0522d,#7f4b3a,#a0522d,css3,http://images.collection.cooperhewitt.org/794_0d60b8979fc1a063_z.jpg
18109511,#2d2e36,#2f4f4f,#524237,#556b2f,#d5c8a6,#d2b48c,#a67338,#a0522d,#d1a662,#bdb76b,css3,http://images.collection.cooperhewitt.org/795_5c76cfbdc6cb2684_z.jpg
18115713,#c6bba8,#c0c0c0,#8a7c71,#808080,#665151,#696969,#9a9c94,#a9a9a9,#b6c3bc,#c0c0c0,css3,http://images.collection.cooperhewitt.org/905_86c76f41e6e0f681_z.jpg
18115755,#c9cabe,#c0c0c0,#504c51,#2f4f4f,#575f5e,#696969,#2b2e35,#2f4f4f,#796e6f,#696969,css3,http://images.collection.cooperhewitt.org/906_2133f2273748c8e8_z.jpg
18116501,#dec7b4,#f5deb3,#e5c07e,#deb887,#e69b2b,#daa520,#baa6c2,#c0c0c0,#ba8236,#cd853f,css3,http://images.collection.cooperhewitt.org/919_cfe356ad95b70744_z.jpg
18116727,#d1e4e2,#dcdcdc,#9d8c79,#808080,#483d40,#2f4f4f,#302031,#2f4f4f,#766056,#696969,css3,http://images.collection.cooperhewitt.org/921_54061d8f003f36ab_z.jpg
18121005,#7b6e6f,#696969,,,,,,,,,css3,http://images.collection.cooperhewitt.org/923_b8a90ff1850b7f86_z.jpg
18114371,#a08265,#808080,#caa27b,#d2b48c,#8b674b,#a0522d,#643c29,#8b4513,#fdf4d6,#ffefd5,css3,http://images.collection.cooperhewitt.org/958_f97103f6363c68a8_z.jpg
18114379,#787770,#808080,#565d58,#696969,#2d3230,#2f4f4f,,,,,css3,http://images.collection.cooperhewitt.org/960_14d4b5084f38806c_z.jpg
18114447,#b7a1a6,#a9a9a9,#49373a,#2f4f4f,#8f777b,#808080,#b38782,#bc8f8f,#77595a,#696969,css3,http://images.collection.cooperhewitt.org/964_36262fe26dc68f32_z.jpg
18114917,#d1c0b6,#c0c0c0,#8c5d3d,#a0522d,#9e785b,#808080,#62382b,#8b4513,#250d0c,#000000,css3,http://images.collection.cooperhewitt.org/988_ec26d0fb8b4059b1_z.jpg
18122729,#7b523c,#a0522d,#9e7a61,#808080,#d0a78b,#d2b48c,#c5baac,#c0c0c0,#3b1911,#000000,css3,http://images.collection.cooperhewitt.org/995_a9a9e1f83bb5ccf1_z.jpg
18122781,#d2cfb7,#c0c0c0,#888380,#808080,#b0aba6,#a9a9a9,#453d35,#2f4f4f,#6b6259,#696969,css3,http://images.collection.cooperhewitt.org/996_caa2c627b33c7a84_z.jpg
18122831,#e6d5c6,#d3d3d3,#462d26,#2f4f4f,#be9b7a,#bc8f8f,#6f452f,#8b4513,#926f53,#696969,css3,http://images.collection.cooperhewitt.org/997_3c26c2b6e8f6ab52_z.jpg
18122833,#f6e1cc,#ffe4c4,#412a21,#2f4f4f,#88522f,#a0522d,#c29061,#cd853f,#a86f42,#a0522d,css3,http://images.collection.cooperhewitt.org/998_2b627156f68d6d4a_z.jpg
18122925,#d7cfc8,#d3d3d3,#45261d,#2f4f4f,#704936,#556b2f,#291e1e,#000000,#cba07f,#d2b48c,css3,http://images.collection.cooperhewitt.org/1000_1c77dfa5b8fa422f_z.jpg
18131413,#b27163,#cd5c5c,#e3998b,#e9967a,#884d42,#a0522d,#57322e,#556b2f,#2a1715,#000000,css3,http://images.collection.cooperhewitt.org/1001_e5523358e99c8286_z.jpg
18130463,#bc8049,#cd853f,#eadacb,#dcdcdc,#945c31,#a0522d,#85452e,#8b4513,#ce8169,#e9967a,css3,http://images.collection.cooperhewitt.org/1003_e143876f03859b5a_z.jpg
18130463,#bb8050,#cd853f,#a66851,#cd5c5c,#ddd5c3,#d3d3d3,#814832,#8b4513,#c09e82,#bc8f8f,css3,http://images.collection.cooperhewitt.org/1004_f7f3c47cb8ba7246_z.jpg
18130465,#f1615e,#ff6347,#f99a9b,#ffa07a,#6f625a,#696969,#80878a,#808080,#807f6d,#808080,css3,http://images.collection.cooperhewitt.org/1005_7326497de996bd24_z.jpg
18130551,#f1a06f,#f4a460,#b97b5b,#cd853f,#081750,#191970,#fcc58c,#deb887,#2c3e76,#483d8b,css3,http://images.collection.cooperhewitt.org/1010_dab88f1b02ffbb4f_z.jpg
18130579,#a4896d,#808080,#846956,#696969,#e6d6c8,#d3d3d3,#c2a896,#d2b48c,#664b40,#556b2f,css3,http://images.collection.cooperhewitt.org/1011_568935111aec357b_z.jpg
18130585,#867258,#696969,#ac9d88,#bc8f8f,#5c5046,#556b2f,#d6c09e,#d2b48c,,,css3,http://images.collection.cooperhewitt.org/1012_6d31fb9340107b4f_z.jpg
18130697,#a64b4a,#a0522d,#7d5143,#a0522d,#584b34,#556b2f,#ae6a3d,#a0522d,#575b3f,#556b2f,css3,http://images.collection.cooperhewitt.org/1014_eedf1b2a29b05ace_z.jpg
18130783,#d3b48a,#d2b48c,#9a6c36,#a0522d,#bbb4a6,#a9a9a9,#e6decb,#dcdcdc,#79593c,#556b2f,css3,http://images.collection.cooperhewitt.org/1015_e07d04bfa8646f60_z.jpg
18130811,#a46453,#a0522d,#e0d5cf,#d3d3d3,#c18473,#bc8f8f,#b9a188,#bc8f8f,#923b35,#a52a2a,css3,http://images.collection.cooperhewitt.org/1016_0aa17ae44a017269_z.jpg
18130827,#928885,#808080,#897a63,#808080,#755b48,#696969,#6e7470,#696969,#a37869,#808080,css3,http://images.collection.cooperhewitt.org/1017_e7ec9b0550999631_z.jpg
18130893,#65a1d3,#6495ed,#407093,#4682b4,#204161,#2f4f4f,#98a0ae,#a9a9a9,#bbcddb,#b0c4de,css3,http://images.collection.cooperhewitt.org/1020_bc265af30acd6000_z.jpg
18130939,#a48a6c,#808080,#cab29c,#d2b48c,#25323f,#2f4f4f,#83653d,#a0522d,#819f96,#778899,css3,http://images.collection.cooperhewitt.org/1021_5be1bfc2fd73c342_z.jpg
18131107,#856636,#a0522d,#7e7079,#808080,#a19199,#bc8f8f,#664a2a,#556b2f,#776a5f,#696969,css3,http://images.collection.cooperhewitt.org/1023_620aed2877729f35_z.jpg
18131111,#4c3c39,#2f4f4f,#9c92a3,#a9a9a9,#7c8188,#808080,#514d5b,#2f4f4f,#6f6a78,#696969,css3,http://images.collection.cooperhewitt.org/1025_73560ce84b104fa1_z.jpg
18132639,#5f2d53,#2f4f4f,#9c6080,#808080,#d77ea0,#d87093,#fcecfc,#fff0f5,#404b76,#483d8b,css3,http://images.collection.cooperhewitt.org/1026_4412546ded4548af_z.jpg
18133449,#742f31,#8b4513,#be8887,#bc8f8f,#935c5c,#696969,#c49e8a,#bc8f8f,,,css3,http://images.collection.cooperhewitt.org/1028_855511ca0bf96704_z.jpg
18133457,#685e5a,#696969,#9d8e89,#bc8f8f,#3e3430,#2f4f4f,#d4c3c2,#c0c0c0,,,css3,http://images.collection.cooperhewitt.org/1029_8de099d6fb041eb2_z.jpg
18133979,#9a5d36,#a0522d,#746772,#696969,#644643,#556b2f,#471d19,#800000,#bd8f56,#cd853f,css3,http://images.collection.cooperhewitt.org/1032_1d5dbbb8c5a7d5d3_z.jpg
18134279,#d1d4e0,#d3d3d3,#dbcfc6,#d3d3d3,#8c818d,#808080,#a97f66,#bc8f8f,#7c5248,#696969,css3,http://images.collection.cooperhewitt.org/1034_4018e1c9c4041b8f_z.jpg
18134287,#ccacbf,#c0c0c0,#382d39,#2f4f4f,#aa7d8b,#bc8f8f,#84606c,#696969,#644551,#696969,css3,http://images.collection.cooperhewitt.org/1035_ff1b83c99f7dda25_z.jpg
18134315,#847551,#696969,#b58d67,#bc8f8f,#bdb9b3,#c0c0c0,#97917d,#808080,#615034,#556b2f,css3,http://images.collection.cooperhewitt.org/1036_c05184639d93a0a6_z.jpg
18134317,#cb8c84,#bc8f8f,#5c545b,#696969,#ddccc5,#d3d3d3,#a1766d,#808080,#f5bab4,#ffb6c1,css3,http://images.collection.cooperhewitt.org/1037_80072f433ba9ecb0_z.jpg
18135803,#403f44,#2f4f4f,#827a84,#808080,#d4b78e,#d2b48c,#f4e3b2,#f5deb3,#b48b5e,#cd853f,css3,http://images.collection.cooperhewitt.org/1038_7f8c99d24ec4076f_z.jpg
18135675,#2f2c2d,#2f4f4f,#676063,#696969,,,,,,,css3,http://images.collection.cooperhewitt.org/1040_38b0c2aaf1583b4c_z.jpg
18135689,#614d40,#556b2f,#321f18,#000000,#7b7872,#808080,#372f20,#2f4f4f,,,css3,http://images.collection.cooperhewitt.org/1041_cfd4e374f936a099_z.jpg
18135697,#a49f8e,#bc8f8f,#2f1d1a,#000000,#a3846e,#808080,#542d21,#8b4513,#8b5f48,#a0522d,css3,http://images.collection.cooperhewitt.org/1042_5109957b6e27a7d5_z.jpg
18135703,#a9a093,#a9a9a9,#5a2915,#8b4513,#75584e,#696969,#876541,#a0522d,#2b2524,#2f4f4f,css3,http://images.collection.cooperhewitt.org/1043_2fdafc5d87ac77b7_z.jpg
18135703,#cbc4c0,#c0c0c0,#98907b,#808080,#79543e,#a0522d,#5f524a,#556b2f,#9c816c,#808080,css3,http://images.collection.cooperhewitt.org/1044_e505026fa6b6eba3_z.jpg
18135703,#675b4d,#696969,#452f25,#2f4f4f,#908571,#808080,#aba396,#a9a9a9,,,css3,http://images.collection.cooperhewitt.org/1045_ced1542cd004a38a_z.jpg
18136933,#5c5e6a,#696969,#4e6147,#556b2f,#312d19,#2f4f4f,#423c4d,#2f4f4f,#8f917e,#808080,css3,http://images.collection.cooperhewitt.org/1050_3202554a845cd4ad_z.jpg
18136927,#aaa59a,#a9a9a9,#8d3c4f,#a0522d,#4d585c,#2f4f4f,#a38767,#808080,#b45f75,#cd5c5c,css3,http://images.collection.cooperhewitt.org/1051_adae4f70d4209c1f_z.jpg
18136243,#a77037,#a0522d,#886d51,#696969,#502f0c,#8b4513,#de9d50,#f4a460,#a88472,#bc8f8f,css3,http://images.collection.cooperhewitt.org/1053_dc2f635bd1ebe4a0_z.jpg
18148341,#f4e1c6,#ffe4c4,#9e9380,#bc8f8f,#c8a258,#bdb76b,#7d7767,#696969,#ab7e48,#cd853f,css3,http://images.collection.cooperhewitt.org/1086_ec0dc97705ff5ba3_z.jpg
18155511,#d0c18d,#d2b48c,#ad8e5f,#bdb76b,#f1ecc2,#ffe4c4,#53503b,#556b2f,#30332d,#2f4f4f,css3,http://images.collection.cooperhewitt.org/1087_cc6472844c1aed12_z.jpg
18155673,#673818,#8b4513,#e4dba4,#eee8aa,#444f44,#2f4f4f,#5e795f,#696969,#779a79,#808080,css3,http://images.collection.cooperhewitt.org/1088_fa465d738ca44e91_z.jpg
18155887,#d8def3,#e6e6fa,#acb4ca,#c0c0c0,#28212a,#2f4f4f,#9c8661,#808080,#4a3333,#2f4f4f,css3,http://images.collection.cooperhewitt.org/1091_01239a4a0c3536aa_z.jpg
18155963,#d8e5fb,#e6e6fa,#95a8cb,#a9a9a9,#364a3c,#2f4f4f,#7e4f43,#a0522d,#334044,#2f4f4f,css3,http://images.collection.cooperhewitt.org/1092_0bdf725ec6b7c51b_z.jpg
18155533,#21293f,#2f4f4f,#c8bf91,#d2b48c,#4a5053,#2f4f4f,#cfe7f6,#e6e6fa,#1e1420,#000000,css3,http://images.collection.cooperhewitt.org/1095_6eaff89889d3addf_z.jpg
18155617,#ceb671,#bdb76b,#a8894f,#cd853f,#f4e2a6,#eee8aa,#827244,#696969,#281d23,#000000,css3,http://images.collection.cooperhewitt.org/1097_81f884f356962670_z.jpg
18155625,#486b84,#696969,#404d62,#2f4f4f,#b5aca8,#a9a9a9,#6f696e,#696969,#a08786,#bc8f8f,css3,http://images.collection.cooperhewitt.org/1098_37f61d173927cfc1_z.jpg
18155739,#423639,#2f4f4f,#806b69,#696969,#d4d6bf,#d3d3d3,#212d3d,#2f4f4f,#5e6f81,#696969,css3,http://images.collection.cooperhewitt.org/1099_941fe90a75cd3d30_z.jpg
18155183,#352023,#2f4f4f,#ae8e86,#bc8f8f,#8b6e76,#808080,#e1c8be,#d3d3d3,#624349,#556b2f,css3,http://images.collection.cooperhewitt.org/1103_1648811bbc72189f_z.jpg
18155183,#230f12,#000000,#d4beb8,#c0c0c0,#856774,#808080,#ab9089,#bc8f8f,#624549,#556b2f,css3,http://images.collection.cooperhewitt.org/1104_412636f3d99b3855_z.jpg
18155183,#311218,#000000,#cbb3af,#c0c0c0,#8e7080,#808080,#aa8d88,#bc8f8f,#6c4e61,#696969,css3,http://images.collection.cooperhewitt.org/1105_b9a8d63ca713f6c9_z.jpg
