person_id,person_name,id,name,count_objects
18040903,Jack Lenor Larsen,35236655,Designer,5
18040903,Jack Lenor Larsen,35236671,Producer,1
18040907,Danese Milano,35236657,Manufacturer,11
18040933,Tucker Viemeister,35236655,Designer,12
18040933,Tucker Viemeister,35236801,Design Team member,6
18040933,Tucker Viemeister,35236733,Co-Designer,1
18040941,"KOCH + LOWY, INC.",35236659,Distributor,2
18040947,Sue Palmer,35236655,Designer,7
18040949,Michele Oka Doner,35236655,Designer,10
18040949,Michele Oka Doner,35236685,Maker,1
18040955,Design House Awa,35236657,Manufacturer,2
18040955,Design House Awa,35236671,Producer,1
18040965,Marian Clayden,35236685,Maker,3
18040965,Marian Clayden,35236655,Designer,2
18040965,Marian Clayden,35236565,Artist,1
18040977,Warner Fabrics,35236681,Company,28
18040977,Warner Fabrics,35236675,For,1
18040977,Warner Fabrics,35236657,Manufacturer,1
18040981,Thomas Hucker,35236655,Designer,1
18040983,NEOTU,35236675,For,4
18040983,NEOTU,35236671,Producer,2
18040983,NEOTU,35236657,Manufacturer,1
18040989,Dakota Jackson,35236655,Designer,1
18040991,ZONA ALTA PROJECTS,35236659,Distributor,1
18040997,ELIKA,35236671,Producer,2
18041015,Robert Wilhite,35236655,Designer,10
18041017,"CYRUS CLARK CO., INC.",35236671,Producer,4
18041017,"CYRUS CLARK CO., INC.",35236681,Company,4
18041017,"CYRUS CLARK CO., INC.",35236685,Maker,2
18041019,Ploegstoffen,35236671,Producer,7
18041023,Vladimir Kagan,35236655,Designer,13
18041023,Vladimir Kagan,35236565,Artist,13
18041025,Hiroshi Awatsuji,35236655,Designer,3
18041029,Henry Dreyfuss Associates,35236655,Designer,48
18041029,Henry Dreyfuss Associates,35236565,Artist,31
18041029,Henry Dreyfuss Associates,35236703,Office of,3
18041029,Henry Dreyfuss Associates,35236797,Firm,2
18041029,Henry Dreyfuss Associates,35236657,Manufacturer,1
18041047,Mr. Kenneth Kneitel,35236655,Designer,6
18041053,COOGI AUSTRALIA,35236681,Company,1
18041053,COOGI AUSTRALIA,35236671,Producer,1
18041071,Constantin Boym,35236655,Designer,4
18041073,The Pasanella Company,35236671,Producer,4
18041073,The Pasanella Company,35236685,Maker,3
18041073,The Pasanella Company,35236655,Designer,1
18041077,Donald Cameron,35351535,Donor,1
18041081,,35236657,Manufacturer,2
18041081,,35236671,Producer,2
18041081,,35236685,Maker,1
18041081,,35236681,Company,1
18041081,,35236565,Artist,1
18041127,Per Arnoldi,35236655,Designer,1
18041133,"Gerald Gulotta (American, b. 1921)",35236655,Designer,100
18041133,"Gerald Gulotta (American, b. 1921)",35236565,Artist,2
18041173,Ikko Tanaka,35236655,Designer,2
18041189,Mr. Michael Grove,35236685,Maker,2
18041189,Mr. Michael Grove,35236655,Designer,2
18041189,Mr. Michael Grove,35236565,Artist,2
18041215,Shin Matsunaga,35236655,Designer,4
18041253,Richard Arbib,35236655,Designer,3
18041253,Richard Arbib,35236703,Office of,1
18041253,Richard Arbib,35236565,Artist,1
18041279,Lisa Krohn,35236655,Designer,3
18041281,Ms. Ivy Ross,35236685,Maker,1
18041295,Benjamin E. Nicholson,35236655,Designer,6
18041311,"TWO TWELVE ASSOCIATES, INC.",35236655,Designer,1
18041313,RIGHT ANGLE INTERIORS,35236681,Company,2
18041321,Maya Romanoff,35236657,Manufacturer,2
18041321,Maya Romanoff,35236671,Producer,1
18041325,Dan Friedman,35236655,Designer,595
18041325,Dan Friedman,35236691,Collector,1
18041325,Dan Friedman,35236685,Maker,1
18041345,Aldo Rossi,35236655,Designer,1
18041369,TAILIO DESIGN OY,35236657,Manufacturer,1
18041387,Michael A. Cousins,35236655,Designer,1
18041393,John Bruce,35236655,Designer,7
18041399,Jack Hokanson,35236655,Designer,1
18041403,Armand G. Winfield,35236655,Designer,1
18041409,Knoll Textiles,35236671,Producer,31
18041409,Knoll Textiles,35236659,Distributor,20
18041409,Knoll Textiles,35236657,Manufacturer,16
18041409,Knoll Textiles,35236685,Maker,1
18041415,SACHO HESSLEIN,35236681,Company,4
18041433,ITALIANA LUCE/IL USA INC.,35236671,Producer,3
18041435,Katherine Krizek,35236655,Designer,1
18041437,Dieter Rams,35236655,Designer,9
18041437,Dieter Rams,35236733,Co-Designer,1
18041441,Mr. Corbett L. Jones,35236657,Manufacturer,1
18041443,Marianne Strengell,35236655,Designer,1
18041449,Mr. Zack Peabody,35236685,Maker,1
18041455,SITE,35236703,Office of,6
18041479,"African Home, Inc.",35236659,Distributor,11
18041479,"African Home, Inc.",35236655,Designer,1
18041493,NORSK STALPRESS,35236671,Producer,19
18041501,Henry Dreyfuss,35236655,Designer,48
18041501,Henry Dreyfuss,35236565,Artist,7
18041501,Henry Dreyfuss,35236703,Office of,3
18041503,Eva Eisler,35236565,Artist,1
18041505,"DETAILS, a member of the Steelcase Design Partnership",35236671,Producer,2
18041507,"Honeywell, Inc.",35236657,Manufacturer,2
18041523,Tibor Kalman,35236799,Design Director,261
18041523,Tibor Kalman,35236655,Designer,7
18041523,Tibor Kalman,35236787,Art Director,3
18041523,Tibor Kalman,35236725,Editor,1
18041543,Belle Kogan,35236655,Designer,2
18041559,Neil Bottle,35236655,Designer,3
18041589,Remington Products Co.,35236657,Manufacturer,1
18041593,"ICF, Inc.",35236659,Distributor,1
18041619,Ms. Barbara Glauber,35236655,Designer,1
18041621,Ms. Louise Fili,35236655,Designer,5
18041625,Edward Fella,35236655,Designer,49
18041651,Warren  A. James,35236663,Architect,2
18041671,frogdesign inc.,35236655,Designer,1
18041673,Fitch Inc.,35236681,Company,1
18041675,Rick Valicenti,35236655,Designer,3
18041677,Raphael Kalkstein,35236655,Designer,27
18041677,Raphael Kalkstein,35236717,Decorator,1
18041677,Raphael Kalkstein,35236657,Manufacturer,1
18041683,Art Chantry,35236655,Designer,1
18041709,Royal Copenhagen Porcelain Manufactory,35236657,Manufacturer,10
18041709,Royal Copenhagen Porcelain Manufactory,35236685,Maker,4
18041711,Florville Design,35236797,Firm,1
18041723,GVO Inc.,35236797,Firm,1
18041723,GVO Inc.,35236657,Manufacturer,1
18041739,Natalie Du Pasquier,35236655,Designer,15
18041741,Independent Project Press,35236675,For,2
18041743,The Museum at The Fashion Institute of Technology,35236657,Manufacturer,1
18041759,Anthony Duquette,35236655,Designer,1
18041763,ECCO Design Inc.,35236655,Designer,1
18041777,DORNIER,35236657,Manufacturer,1
18041783,AEG Mobile Communications GmbH,35236657,Manufacturer,1
18041805,Marcus Durant,35236655,Designer,2
18041809,Cranbrook Academy of Art,35236751,Director of Production,1
18041821,"Herlin Press, Inc.",35236657,Manufacturer,2
18041823,Mr. Fritz Klaetke,35236655,Designer,4
18041827,Paul Montie,35236655,Designer,1
18041839,April Greiman,35236655,Designer,8
18041841,Giles Dunn  for Neville Brody Studio,35236655,Designer,2
18041847,Hewlett-Packard,35236657,Manufacturer,1
18041849,Dictaphone Corporation,35236671,Producer,1
18041871,IBM,35236667,Client,11
18041871,IBM,35236685,Maker,1
18041881,Lydia Van Gelder,35236565,Artist,3
18041885,A/D Gallery,35236659,Distributor,2
18041885,A/D Gallery,35236565,Artist,1
18041893,Marlene McCarty,35236655,Designer,2
18041895,Bureau,35236797,Firm,1
18041911,Jean Le Pautre,35236565,Artist,6
18041911,Jean Le Pautre,35236655,Designer,2
18041911,Jean Le Pautre,35236743,Engraver,1
18041915,Giulio Romano,35236565,Artist,2
18041915,Giulio Romano,35236655,Designer,2
18041915,Giulio Romano,35236715,Workshop of,1
18041915,Giulio Romano,35236699,Follower of,1
18041919,Giovanni Francesco Romanelli,35236565,Artist,1
18041923,Edward McKnight Kauffer,35236655,Designer,91
18041923,Edward McKnight Kauffer,35236565,Artist,22
18041923,Edward McKnight Kauffer,35236685,Maker,3
18041925,,35236685,Maker,1
18041925,,35236655,Designer,1
18041933,Wenceslaus Hollar,35236565,Artist,2
18041933,Wenceslaus Hollar,35236655,Designer,1
18041935,Pietro Novelli,35236565,Artist,3
18041935,Pietro Novelli,35236677,After,1
18041941,Frederic Edwin Church,35236565,Artist,2017
18041941,Frederic Edwin Church,35236685,Maker,6
18041941,Frederic Edwin Church,35236735,Association,2
18041941,Frederic Edwin Church,35236691,Collector,1
18041941,Frederic Edwin Church,35236667,Client,1
18041943,Daniel Huntington,35236565,Artist,334
18041943,Daniel Huntington,35236685,Maker,1
18041945,,35236565,Artist,2
18041945,,35236655,Designer,1
18041947,Jacques Androuet Ducerceau,35236677,After,2
18041947,Jacques Androuet Ducerceau,35236663,Architect,1
18041949,Winslow Homer,35236565,Artist,386
18041949,Winslow Homer,35236677,After,51
18041949,Winslow Homer,35236711,Attributed to,3
18041951,Mauro Gandolfi,35236565,Artist,2
18041953,Vittorio Maria Bigari,35236687,Attributions,2
18041953,Vittorio Maria Bigari,35236711,Attributed to,1
18041953,Vittorio Maria Bigari,35236703,Office of,1
18041953,Vittorio Maria Bigari,35236565,Artist,1
18041955,Augustin Pajou,35236565,Artist,1
18041963,Louis-Albert DuBois,35236655,Designer,35
18041963,Louis-Albert DuBois,35236565,Artist,11
18041963,Louis-Albert DuBois,35236685,Maker,1
18041965,Fabrique de Fazy aux Bergues,35236657,Manufacturer,43
18041965,Fabrique de Fazy aux Bergues,35236675,For,1
18041967,Jean-Charles Develly,35236655,Designer,3
18041967,Jean-Charles Develly,35236565,Artist,3
18041969,Jan Luyken,35236565,Artist,1
18041971,Batiste Madalena,35236655,Designer,13
18041971,Batiste Madalena,35236565,Artist,1
18041973,Donald Deskey,35236703,Office of,1852
18041973,Donald Deskey,35236799,Design Director,162
18041973,Donald Deskey,35236655,Designer,78
18041973,Donald Deskey,35236565,Artist,22
18041973,Donald Deskey,35236667,Client,6
18041973,Donald Deskey,35236711,Attributed to,4
18041973,Donald Deskey,35236663,Architect,3
18041973,Donald Deskey,35236669,Draftsman,1
18041973,Donald Deskey,35236705,Studio of,1
18041975,Abby Aldrich Rockefeller Milton,35236667,Client,26
18041977,Leigh B. Block,35236667,Client,32
18041979,Bennett A. Cerf,35236689,Author,1
18041981,Random House,35236661,Publisher,1
18041983,M. Esther Harding,35236689,Author,1
18041985,Pantheon Books,35236661,Publisher,1
18041987,"Heine-Gelden, R. von",35236689,Author,1
18041989,Asia Institute,35236661,Publisher,1
18041991,Frederick B. Patterson,35236667,Client,11
18041993,Princeton University Press,35236661,Publisher,1
18041995,Harold Sprout,35236689,Author,1
18041997,Margaret Sprout,35236689,Author,1
18041999,Giuseppe Barberi,35236663,Architect,1249
18041999,Giuseppe Barberi,35236565,Artist,4
18042001,,35236655,Designer,4
18042001,,35236565,Artist,2
18042001,,35236685,Maker,1
18042001,,35236677,After,1
18042003,I. Hill,35236565,Artist,1
18042005,William Guy Wall,35236653,Print Maker,1
18042007,Griffiths Baily Coale,35236655,Designer,2
18042007,Griffiths Baily Coale,35236685,Maker,1
18042007,Griffiths Baily Coale,35236565,Artist,1
18042009,Richard Hudnut,35236565,Artist,1
18042011,Joachim von Sandrart,35236565,Artist,2
18042013,Mark Anthony Gufer,35236565,Artist,1
18042015,Thomas Unwins,35236565,Artist,1
18042017,Jean-Georges Beaumont,35236655,Designer,2
18042017,Jean-Georges Beaumont,35236565,Artist,2
18042019,Clement E. Horton,35236655,Designer,23
18042019,Clement E. Horton,35236565,Artist,2
18042021,Whitney Warren,35236565,Artist,285
18042021,Whitney Warren,35236663,Architect,5
18042021,Whitney Warren,35236657,Manufacturer,3
18042021,Whitney Warren,35236711,Attributed to,1
18042021,Whitney Warren,35236655,Designer,1
18042023,Bernard Picart,35236685,Maker,1
18042023,Bernard Picart,35236655,Designer,1
18042031,,35236743,Engraver,1
18042037,Johann Balthasar Probst,35236743,Engraver,1
18042039,Zandra Rhodes,35236667,Client,1
18042041,Hubert-Francois Gravelot,35236565,Artist,1
18042043,John Pine,35236689,Author,1
18042045,Horace Walpole,35236691,Collector,1
18042047,Barry Delany,35236691,Collector,1
18042049,Frank Lloyd Wright,35236655,Designer,18
18042049,Frank Lloyd Wright,35236707,Style of,1
18042057,Giovanni Battista Piranesi,35236565,Artist,28
18042057,Giovanni Battista Piranesi,35236663,Architect,3
18042057,Giovanni Battista Piranesi,35236711,Attributed to,2
18042057,Giovanni Battista Piranesi,35236677,After,2
18042057,Giovanni Battista Piranesi,35236655,Designer,2
18042067,Louis-Joseph Le Lorrain,35236565,Artist,3
18042067,Louis-Joseph Le Lorrain,35236663,Architect,1
18042069,Frederick Crace,35236655,Designer,81
18042069,Frederick Crace,35236565,Artist,13
18042069,Frederick Crace,35236663,Architect,7
18042069,Frederick Crace,35236657,Manufacturer,1
18042071,"George IV, King of England",35236667,Client,13
18042085,Ivan Chermayeff,35236655,Designer,10
18042087,Seymour Chwast,35236655,Designer,10
18042093,Joseph Essex,35236655,Designer,5
18042093,Joseph Essex,35236787,Art Director,2
18042101,Tim Girvin,35236655,Designer,1
18042101,Tim Girvin,35236601,Illustrator,1
18042107,Milton Glaser,35236655,Designer,13
18042113,Albani,35236667,Client,1
18042115,Giovanni Lorenzo Bernini,35236687,Attributions,1
18042117,Johann Fischer von Erlach,35236711,Attributed to,1
18042119,Domenico Martinelli,35236687,Attributions,1
18042121,Andrea Pozzo,35236565,Artist,2
18042121,Andrea Pozzo,35236697,Circle of,1
18042121,Andrea Pozzo,35236677,After,1
18042123,Giovanni Giardini,35236677,After,4
18042125,Giacomo Alboresi,35236687,Attributions,1
18042131,John Nash,35236711,Attributed to,1
18042131,John Nash,35236663,Architect,1
18042131,John Nash,35236655,Designer,1
18042131,John Nash,35236603,Interior Designer,1
18042133,Stefano della Bella,35236655,Designer,6
18042133,Stefano della Bella,35236653,Print Maker,4
18042133,Stefano della Bella,35236677,After,3
18042135,Pierre-Jean Mariette,35236661,Publisher,3
18042139,Domenico Piola,35236565,Artist,1
18042141,Giovanni Odazzi,35236565,Artist,1
18042143,Giuseppe Nicola Nasini,35236687,Attributions,1
18042145,Mario Alberoni,35236687,Attributions,1
18042147,Angelo Michele Colonna,35236711,Attributed to,1
18042147,Angelo Michele Colonna,35236565,Artist,1
18042149,Antonio Gherardi,35236565,Artist,2
18042153,Pope Alexander VII,35236667,Client,1
18042155,Michelangelo,35236699,Follower of,1
18042155,Michelangelo,35236565,Artist,1
18042157,Pope Urbanus VIII,35236667,Client,1
18042159,"Maria Casimira, Queen of Poland",35236667,Client,1
18042161,Baldassare Longhena,35236711,Attributed to,1
18042163,Isaac de Moucheron,35236655,Designer,1
18042163,Isaac de Moucheron,35236565,Artist,1
18042165,,35236655,Designer,225
18042165,,35236661,Publisher,6
18042165,,35236711,Attributed to,4
18042165,,35236801,Design Team member,1
18042167,,35236697,Circle of,2
18042167,,35236675,For,2
18042169,,35236565,Artist,2
18042171,Antoine Berjon,35236565,Artist,1
18042173,Christian Francis Rosborg,35236565,Artist,2
18042173,Christian Francis Rosborg,35236663,Architect,1
18042179,Giovanni Giuseppe Jarmorini,35236711,Attributed to,2
18042181,Robert L. Stuart,35236679,Sitter,3
18042183,Charles Huntington,35236679,Sitter,1
18042185,Albert Gallatin,35236679,Sitter,2
18042187,James Lenox,35236679,Sitter,1
18042189,William E. Dodge,35236679,Sitter,1
18042193,Chester A. Arthur,35236679,Sitter,3
18042195,Carl Schurz,35236679,Sitter,2
18042197,Evan Thomas,35236679,Sitter,1
18042201,Mrs. Rutherford B. Hayes,35236679,Sitter,4
18042203,Peter Cooper,35236679,Sitter,3
18042205,Christopher Huet,35236707,Style of,6
18042209,Sophie Huntington,35236679,Sitter,4
18042211,Nicolaus Ott,35236655,Designer,3
18042213,Bernard Stein,35236655,Designer,3
18042217,Raymond Loewy,35236655,Designer,35
18042217,Raymond Loewy,35236565,Artist,3
18042217,Raymond Loewy,35236605,Industrial Designer,1
18042219,Carlo Galli Bibiena,35236711,Attributed to,1
18042221,Francesco Galli Bibiena,35236565,Artist,2
18042221,Francesco Galli Bibiena,35236677,After,1
18042221,Francesco Galli Bibiena,35236663,Architect,1
18042223,Bibiena Family,35236705,Studio of,1
18042225,Ferdinando Galli Bibiena,35236711,Attributed to,1
18042227,Alessandro Galli Bibiena,35236711,Attributed to,1
18042229,Jean-Joseph Chamant,35236695,Delineator,1
18042231,Alexander Hamilton II,35236679,Sitter,1
18042233,Daniel Marot,35236655,Designer,54
18042233,Daniel Marot,35236565,Artist,6
18042233,Daniel Marot,35236685,Maker,4
18042233,Daniel Marot,35236585,Etcher,2
18042233,Daniel Marot,35236801,Design Team member,1
18042233,Daniel Marot,35236653,Print Maker,1
18042233,Daniel Marot,35236743,Engraver,1
18042235,Bernard Hazard & Family,35236679,Sitter,1
18042237,Thomas Moran,35236565,Artist,118
18042237,Thomas Moran,35236585,Etcher,4
18042237,Thomas Moran,35236677,After,2
18042239,R. S.,35236669,Draftsman,6
18042241,Eleanor Hutton Rand,35236667,Client,80
18042243,(Unknown) Olsson,35236669,Draftsman,199
18042243,(Unknown) Olsson,35236667,Client,2
18042245,Valentine-Seaver,35236657,Manufacturer,83
18042245,Valentine-Seaver,35236667,Client,5
18042247,Amodec Corporation,35236657,Manufacturer,35
18042247,Amodec Corporation,35236667,Client,33
18042249,K.,35236669,Draftsman,211
18042249,K.,35236657,Manufacturer,167
18042249,K.,35236655,Designer,1
18042251,Emil Schwarzhaupt,35236667,Client,4
18042253,Vassar,35236667,Client,1
18042255,W. and J. Sloane,35236657,Manufacturer,56
18042255,W. and J. Sloane,35236667,Client,3
18042257,Luce Furniture Company,35236657,Manufacturer,29
18042257,Luce Furniture Company,35236669,Draftsman,1
18042257,Luce Furniture Company,35236667,Client,1
18042267,"Samuel L. ""Roxy"" Rothafel",35236667,Client,22
18042269,Radio City Music Hall,35236667,Client,29
18042271,Metallon,35236657,Manufacturer,49
18042271,Metallon,35236667,Client,3
18042273,E. W.,35236669,Draftsman,8
18042275,Wiener,35236657,Manufacturer,41
18042277,AUDAC,35236675,For,1
18042279,Alcoa,35236657,Manufacturer,2
18042281,Kroehler Manufacturing Co.,35236657,Manufacturer,33
18042281,Kroehler Manufacturing Co.,35236667,Client,1
18042283,B. L.,35236669,Draftsman,26
18042285,William Trost Richards,35236565,Artist,406
18042285,William Trost Richards,35236657,Manufacturer,3
18042291,Francis Hopkinson Smith,35236565,Artist,7
18042295,Deskey-Vollmer,35236657,Manufacturer,7
18042295,Deskey-Vollmer,35236749,Retailer,3
18042295,Deskey-Vollmer,35236655,Designer,2
18042295,Deskey-Vollmer,35236671,Producer,1
18042301,William Stanley Haseltine,35236565,Artist,5
18042303,Malcom Grear,35236655,Designer,9
18042305,James Miho,35236655,Designer,3
18042307,Jayme Odgers,35236631,Photographer,1
18042309,Arnold Saks,35236655,Designer,5
18042311,Katherine McCoy,35236655,Designer,1
18042319,Tom Ockerse,35236655,Designer,1
18042323,Pentagram,35236703,Office of,1
18042325,Woody Pirtle,35236655,Designer,18
18042327,Anspach Grossman Portugal,35236703,Office of,25
18042327,Anspach Grossman Portugal,35236655,Designer,4
18042329,Massimo Vignelli,35236655,Designer,5
18042333,Christopher Pullman,35236655,Designer,3
18042337,R.Buckminster Fuller,35236663,Architect,2
18042339,Kenneth Hiebert,35236655,Designer,2
18042341,Paul Rand,35236763,Graphic Designer,65
18042341,Paul Rand,35236655,Designer,22
18042341,Paul Rand,35236565,Artist,1
18042341,Paul Rand,35236667,Client,1
18042343,Saul Bass,35236655,Designer,2
18042345,Peter Max,35236655,Designer,21
18042347,Tom Geismar,35236655,Designer,1
18042351,Peter Bradford,35236655,Designer,1
18042355,Michael Vanderbyl,35236655,Designer,1
18042357,Ken White,35236655,Designer,39
18042357,Ken White,35236763,Graphic Designer,1
18042359,Robert Probst,35236655,Designer,5
18042365,Stephen Frykholm,35236655,Designer,29
18042367,Earl Woods,35236631,Photographer,1
18042371,Burson-Marsteller Design Group,35236681,Company,2
18042373,Daniel Hopfer,35236655,Designer,1
18042373,Daniel Hopfer,35236565,Artist,1
18042375,Jean-Baptiste Monnoyer,35236565,Artist,8
18042375,Jean-Baptiste Monnoyer,35236677,After,1
18042375,Jean-Baptiste Monnoyer,35236653,Print Maker,1
18042377,P. Mortier,35236661,Publisher,1
18042377,P. Mortier,35236565,Artist,1
18042379,Fabrique de St. Ruf,35236657,Manufacturer,8
18042379,Fabrique de St. Ruf,35236711,Attributed to,1
18042379,Fabrique de St. Ruf,35236675,For,1
18042381,Gilles-Paul Cauvet,35236655,Designer,7
18042381,Gilles-Paul Cauvet,35236707,Style of,2
18042381,Gilles-Paul Cauvet,35236711,Attributed to,1
18042381,Gilles-Paul Cauvet,35236687,Attributions,1
18042381,Gilles-Paul Cauvet,35236677,After,1
18042381,Gilles-Paul Cauvet,35236657,Manufacturer,1
18042381,Gilles-Paul Cauvet,35236661,Publisher,1
18042383,Mme. Dabry,35236565,Artist,1
18042385,Claude Lucas,35236743,Engraver,1
18042387,,35236655,Designer,26
18042387,,35236711,Attributed to,1
18042387,,35236565,Artist,1
18042389,Mathias Zundt,35236565,Artist,1
18042391,Claude Serancourt,35236673,Printer,2
18042391,Claude Serancourt,35236653,Print Maker,1
18042393,,35236711,Attributed to,3
18042393,,35236655,Designer,1
18042393,,35236565,Artist,1
18042405,Felice Giani,35236655,Designer,589
18042405,Felice Giani,35236565,Artist,47
18042405,Felice Giani,35236715,Workshop of,1
18042405,Felice Giani,35236711,Attributed to,1
18042405,Felice Giani,35236657,Manufacturer,1
18042405,Felice Giani,35236637,Probably,1
18042407,Jean-Baptiste Pillement,35236655,Designer,20
18042407,Jean-Baptiste Pillement,35236565,Artist,7
18042407,Jean-Baptiste Pillement,35236707,Style of,1
18042409,Michelangelo Pergolesi,35236565,Artist,5
18042409,Michelangelo Pergolesi,35236707,Style of,1
18042411,Samuel Colman,35236565,Artist,30
18042411,Samuel Colman,35236685,Maker,1
18042413,Henri Jacob,35236711,Attributed to,10
18042415,Georges Jacob,35236711,Attributed to,10
18042417,Herman A. Elsberg,35236655,Designer,78
18042417,Herman A. Elsberg,35236657,Manufacturer,32
18042417,Herman A. Elsberg,35236565,Artist,4
18042421,Brigham Young University,35236667,Client,22
18042429,Jim Dine,35236655,Designer,1
18042453,Stewart Siskind,35236655,Designer,1
18042455,Jane Bonsack,35236655,Designer,1
18042459,Linda Powell,35236655,Designer,5
18042463,San Francisco Poster Brigade,35236655,Designer,1
18042465,John Follis,35236655,Designer,4
18042467,Mark Trieb,35236565,Artist,1
18042469,Lino Sabattini,35236655,Designer,1
18042471,Johann Michael Hoppenhaupt II,35236655,Designer,7
18042471,Johann Michael Hoppenhaupt II,35236657,Manufacturer,5
18042471,Johann Michael Hoppenhaupt II,35236565,Artist,1
18042477,Gilbert Seldes,35236667,Client,6
18042479,Carlebach,35236667,Client,1
18042481,Benjamin Dean Wyatt,35236565,Artist,1
18042483,Martin Engelbrecht,35236661,Publisher,14
18042483,Martin Engelbrecht,35236565,Artist,12
18042483,Martin Engelbrecht,35236653,Print Maker,1
18042485,C.P. Maj.,35236653,Print Maker,6
18042487,Jeremias Wachsmuth,35236653,Print Maker,6
18042489,Napoleon Bonaparte,35236693,Dedicatee,7
18042493,Sir Edward Burne-Jones,35236655,Designer,1
18042495,Carqueville,35236565,Artist,1
18042499,Enneamond-Alexandre Petitot,35236711,Attributed to,1
18042501,Jacques Sarazin,35236565,Artist,1
18042503,,35236667,Client,1
18042507,James Roth,35236669,Draftsman,2
18042509,Deere & Company,35236667,Client,5
18042511,Elizabeth Pochhammer,35236565,Artist,1
18042513,Hugh Ferriss,35236565,Artist,23
18042513,Hugh Ferriss,35236663,Architect,13
18042513,Hugh Ferriss,35236655,Designer,5
18042513,Hugh Ferriss,35236695,Delineator,1
18042513,Hugh Ferriss,35236685,Maker,1
18042515,Katsushika Hokusai,35236565,Artist,1
18042519,International Casino,35236667,Client,72
18042521,Milgrim Gallery,35236667,Client,1
18042523,Eijudo,35236661,Publisher,1
18042525,Rigley,35236667,Client,1
18042527,Rubin,35236667,Client,2
18042529,Jusepe de Ribera,35236565,Artist,3
18042531,Jan Lutma,35236697,Circle of,7
18042533,Adam I. Vianen,35236687,Attributions,1
18042537,Oswald Haerdtl,35236655,Designer,59
18042539,T.P. Devrient,35236565,Artist,2
18042541,Ely Jacques Kahn,35236663,Architect,3
18042543,Buchman and Kahn,35236675,For,1
18042545,Pietro Belli,35236565,Artist,7
18042545,Pietro Belli,35236655,Designer,6
18042545,Pietro Belli,35236711,Attributed to,1
18042547,"Lefebure Manufactory, Tournai",35236657,Manufacturer,34
18042547,"Lefebure Manufactory, Tournai",35236675,For,2
18042547,"Lefebure Manufactory, Tournai",35236711,Attributed to,1
18042549,Mademoiselle Montalent,35236565,Artist,2
18042551,Mademoiselle Anteleme,35236565,Artist,1
18042553,Jean Louis Prieur,35236565,Artist,2
18042553,Jean Louis Prieur,35236711,Attributed to,1
18042555,Henri Salembier,35236655,Designer,2
18042555,Henri Salembier,35236711,Attributed to,2
18042555,Henri Salembier,35236677,After,1
18042557,Jean-Guillaume Moitte,35236565,Artist,1
18042559,Gabriel Huquier,35236661,Publisher,112
18042559,Gabriel Huquier,35236743,Engraver,108
18042559,Gabriel Huquier,35236585,Etcher,27
18042559,Gabriel Huquier,35236641,Sculptor,11
18042559,Gabriel Huquier,35236669,Draftsman,3
18042559,Gabriel Huquier,35236655,Designer,1
18042559,Gabriel Huquier,35236653,Print Maker,1
18042561,Antoine Watteau,35236655,Designer,36
18042561,Antoine Watteau,35236677,After,6
18042561,Antoine Watteau,35236711,Attributed to,2
18042561,Antoine Watteau,35236687,Attributions,2
18042561,Antoine Watteau,35236697,Circle of,1
18042563,Mademoiselle Favel,35236565,Artist,1
18042565,Girolamo da Carpi,35236565,Artist,1
18042567,Abraham Bloemaert,35236565,Artist,1
18042569,Hector Guimard,35236663,Architect,82
18042569,Hector Guimard,35236655,Designer,28
18042569,Hector Guimard,35236675,For,11
18042571,Israhel van Meckenem,35236743,Engraver,2
18042571,Israhel van Meckenem,35236685,Maker,1
18042571,Israhel van Meckenem,35236565,Artist,1
18042573,Francesco Trevisani,35236565,Artist,1
18042575,Moses Taylor,35236679,Sitter,2
18042577,Mr. Laurent,35236667,Client,1
18042579,Sebastiano Cipriani,35236565,Artist,1
18042581,Andrea Boscoli,35236565,Artist,1
18042585,Victor Vincent Adam,35236655,Designer,1
18042585,Victor Vincent Adam,35236565,Artist,1
18042587,G. Prati,35236565,Artist,1
18042589,Giovanni Domenico Tiepolo,35236711,Attributed to,1
18042589,Giovanni Domenico Tiepolo,35236565,Artist,1
18042591,Giovanni-Battista Tiepolo,35236565,Artist,3
18042591,Giovanni-Battista Tiepolo,35236711,Attributed to,1
18042591,Giovanni-Battista Tiepolo,35236687,Attributions,1
18042593,Giovanni Battista Foggini,35236565,Artist,2
18042593,Giovanni Battista Foggini,35236765,Modeler,1
18042595,,35236565,Artist,10
18042597,Theodor Bang,35236565,Artist,2
18042601,General Post Office of England,35236667,Client,1
18042603,Daily Herald,35236667,Client,1
18042605,,35236655,Designer,4
18042605,,35236565,Artist,1
18042607,Maison Vever,35236657,Manufacturer,2
18042609,Antonio Giuseppe Basoli,35236677,After,1
18042609,Antonio Giuseppe Basoli,35236655,Designer,1
18042609,Antonio Giuseppe Basoli,35236565,Artist,1
18042611,Giovanni Piancastelli,35236657,Manufacturer,19
18042611,Giovanni Piancastelli,35236691,Collector,1
18042613,Luigi Righetti,35236565,Artist,11
18042613,Luigi Righetti,35236655,Designer,2
18042615,E. Bechetti,35236565,Artist,1
18042617,Antonio Foschini,35236565,Artist,1
18042619,Domenico Bolognese,35236687,Attributions,1
18042621,Ferdinando Fuga,35236655,Designer,3
18042621,Ferdinando Fuga,35236663,Architect,1
18042621,Ferdinando Fuga,35236565,Artist,1
18042623,Giuseppe Maria Mitelli,35236565,Artist,5
18042625,Lepold Cesare,35236667,Client,1
