id,ldm:id,ldm:status,ldm:name,ldm:lastmod,freebase:id,freebase:status,freebase:name,freebase:lastmod,ulan:id,ulan:status,ulan:name,ulan:lastmod,ima:id,ima:status,ima:name,ima:lastmod,lcnaf:id,lcnaf:status,lcnaf:name,lcnaf:lastmod,moma:id,moma:status,moma:name,moma:lastmod,phm:id,phm:status,phm:name,phm:lastmod,tms:id,tms:status,tms:name,tms:lastmod,vanda:id,vanda:status,vanda:name,vanda:lastmod,viaf:id,viaf:status,viaf:name,viaf:lastmod,wikipedia:id,wikipedia:status,wikipedia:name,wikipedia:lastmod,ideo:id,ideo:status,ideo:name,ideo:lastmod
68742825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11823,4,"Dino di Gerlando",,,,,,,,,,,,,,,,,
68736353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11824,4,"Dorothy Dignam",,,,,,,,,,,,,,,,,
68736355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11826,4,"Augusta Dillon",,,,,,,,,,,,,,,,,
18058221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11827,4,"Mary Elsden",,,,,,,,,,,2,,2012-12-28T21:03:23Z,,,,
68736359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11828,4,"Sylvia Dion",,,,,,,,,,,,,,,,,
68736361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11829,4,"Rose J. Dirksen",,,,,,,,,,,,,,,,,
18043067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183,4,"Ivan Malyutin",,,,,,,,,,,2,,2012-12-28T20:44:41Z,,,,
18058223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11830,4,"Esther Lucas",,,,,,,,,,,2,,2012-12-28T21:03:24Z,,,,
68736365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11832,4,"Barbara Dodsworth",,,,,,,,,,,,,,,,,
68736363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11833,4,"Domberger KG",,,,,,,,,,,,,,,,,
68736367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11834,4,"Paula C. Dohme",,,,,,,,,,,,,,,,,
68736369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11835,4,"Alan Lewis Kleinberg",,,,,,,,,,,,,,,,,
68736373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837,4,"Hannibal Records",,,,,,,,,,,,,,,,,
68736377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11838,4,"William H. Donelly",,,,,,,,,,,,,,,,,
18058225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11839,4,"Serge Becker",,,,,,,,,,,2,,2012-12-28T21:03:24Z,,,,
18043069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,4,Rosta,,,,,,,,,,1269831,1,Rosta,2012-12-28T20:44:42Z,,,,
18058227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11840,4,"Hannah Walne",,,,,,,,,,,2,,2012-12-28T21:03:24Z,,,,
68736379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11841,4,"Alice Donlevy",,,,,,,,,,,,,,,,,
18058229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11842,4,"Mrs. J.D. Jermain",,,,,,,,,,,2,,2012-12-28T21:03:24Z,,,,
68736381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11843,4,"Rath & Doodeheefver, Amsterdam",,,,,,,,,,,,,,,,,
68736383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11844,4,"Mrs. Tad Dorgan",,,,,,,,,,,,,,,,,
68736385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11846,4,"Leslie Dorsey",,,,,,,,,,,,,,,,,
68736387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11848,4,"Samuel J. Dornsife",,,,,,,,,,,,,,,,,
18058235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11849,4,"Dinah Phillips",,,,,,,,,,,2,,2012-12-28T21:03:24Z,,,,
18043071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,4,"Giovanni Ottaviani",,16035,1,"Ottaviani, Giovanni",2012-12-28T23:18:38Z,59356937,1,,2012-12-27T22:20:09Z,,,,,,,,
68736389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11852,4,"Ed Polk Douglas",,,,,,,,,,,,,,,,,
68736391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11853,4,"James R. Douglas",,,,,,,,,,,,,,,,,
68736395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11856,4,"Doyle, Dane, Bernbach, Inc.",,,,,,,,,,,,,,,,,
68736397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11858,4,"Mrs. Alexander W. Drake",,,,,,,,,,,,,,,,,
68736399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11859,4,"Elizabeth M. Dralle",,,,,,,,,,,,,,,,,
18043073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186,4,"Gaetano Savorelli",,16037,1,"Savorelli, Gaetano",2012-12-28T23:18:38Z,122613941,1,,2012-12-27T22:20:09Z,,,,,,,,
68736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11860,4,"Elisabeth Draper",,,,,,,,,,,,,,,,,
68736417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11869,4,"Elisabeth Draper, Inc.",,,,,,,,,,,,,,,,,
68736423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11871,4,"Irma Draudt",,,,,,,,,,,,,,,,,
68736427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11873,4,"Paul Drechsler",,,,,,,,,,,,,,,,,
68736435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11876,4,"Bob Sacha",,,,,,,,,,,,,,,,,
68736437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11877,4,"Monroe F. Dreher",,,,,,,,,,,,,,,,,
68736441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11878,4,"Elizabeth LaGrua",,,,,,,,,,,,,,,,,
68736439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11879,4,"Mary E. Dreier",,,,,,,,,,,,,,,,,
18043075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188,4,"Vieillard & Cie.",,,,,,,,,,,2,,2012-12-28T20:44:42Z,,,,
68736445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11881,4,"Mrs. Theodore Dreier",,,,,,,,,,,,,,,,,
68736455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11885,4,"Marian Pendleton Drew",,,,,,,,,,,,,,,,,
18058247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11886,4,"Cobban Brothers",,,,,,,,,,,,,,,,,
68736457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11887,4,"Stan Dufford",,,,,,,,,,,,,,,,,
68736459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11888,4,"Estate of Anne Duffy",,,,,,,,,,,,,,,,,
18043077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189,4,"Amédée de Caranza",,,,,,,,,,,2,,2012-12-28T20:44:42Z,,,,
18058257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11893,4,Bross,,,,,,,,,,,,,,,,,
18058259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11894,4,"W. H. M.",,,,,,,,,,,,,,,,,
68736461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11895,4,"Set Shop",,,,,,,,,,,,,,,,,
68736463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11896,4,"Willi Smith",,,,,,,,,,,,,,,,,
68736467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11897,4,"Laurie Mallet",,,,,,,,,,,,,,,,,
68736469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11898,4,"Mitzi Vogel",,,,,,,,,,,,,,,,,
68736473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11899,4,"Carl Krenek",,,,,,,,,,,,,,,,,
18041119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,4,"Ms. Dinah Casson",,,,,,,,,,,2,,2012-12-28T20:42:43Z,,,,
18043079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,4,"Alfred Normand",,,,,,,,,,,2,,2012-12-28T20:44:42Z,,,,
68736471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900,4,"Wilhelm Jonasch",,,,,,,,,,,,,,,,,
18058261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11901,4,"Lotte Frömel-Fochler",,,,,,,,,,,2,,2012-12-28T21:03:26Z,,,,
68736475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11902,4,"Arnold Nechansky",,,,,,,,,,,,,,,,,
68736477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11903,4,"Martin Kapell",,,,,,,,,,,,,,,,,
68736479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11904,4,"Michael G. Kostow",,,,,,,,,,,,,,,,,
68736481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11905,4,"David Dufour",,,,,,,,,,,,,,,,,
68736485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11906,4,"Isabelle Dufresne",,,,,,,,,,,,,,,,,
18058263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11907,4,"Mary Dumas (American, 1912 – 1971)",,,,,,,,,,,2,,2012-12-28T21:03:27Z,,,,
18058265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11908,4,"Frederic and William Langenheim",,,,,,,,,,,2,,2012-12-28T21:03:27Z,,,,
68736487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11909,4,"Mrs. C. R. Dumble",,,,,,,,,,,,,,,,,
18043081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,4,"Yvonne Contal",,,,,,,,,,,2,,2012-12-28T20:44:42Z,,,,
68736489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11910,4,"Dreyfous Du Moulin",,,,,,,,,,,,,,,,,
68736491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11911,4,"Dundee Mills",,,,,,,,,,,,,,,,,
68736495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11913,4,"John Ward Dunsmore",,,,,,,,,,,,,,,,,
68736497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11914,4,"J. L. Duplan",,,,,,,,,,,,,,,,,
34624717,,3,,2013-02-12T18:08:25Z,,,,,,,,,,,,,,,,,,,,,,,,,11916,4,"J. Loeffler",,,,,,,,,,,,,,,,,
18058267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11917,4,"F.J. Emmerich Company",,,,,,,,,,,2,,2012-12-28T21:03:27Z,,,,
18058269,,,,,,,,,,,,,,,,,,,,,333,1,"George Barker",2012-12-28T23:18:38Z,,,,,11918,4,"George Barker",,,,,,68868884,1,,2012-12-27T22:41:50Z,,,,,,,,
18058271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919,4,"The Anthony and Elizabeth Duquette Foundation for the Living Arts",,,,,,,,,,,2,,2012-12-28T21:03:27Z,,,,
18043083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,4,"Louis Crépy",,62384,1,,2012-12-28T20:44:43Z,229723411,1,,2012-12-28T20:44:43Z,,,,,,,,
68736499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11920,4,"Kenneth Duprey",,,,,,,,,,,,,,,,,
18058273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11921,4,"The Cincinnati Game Company",,,,,,,,,,,2,,2012-12-28T21:03:27Z,,,,
68736505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11922,4,"Charles Duvent",,,,,,,,,,,,,,,,,
68736503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11923,4,"Estate of Duchess d'Uzés",,,,,,,,,,,,,,,,,
51676343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11924,4,"Inge Dusi (German)",,,,,,,,,,,,,,,,,
68736507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11925,4,"Henry G. Dwight",,,,,,,,,,,,,,,,,
18058275,,,,,/m/047ncmk,1,,2012-12-27T22:41:50Z,,,,,,,,,,,,,,,,,,,,,11927,4,"Eduardo Zamacois y Zabala",,,,,,,,,,18084581,1,"Eduardo Zamacois y Zabala",2012-12-28T23:18:38Z,,,,
18058277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11928,4,"Cooper Union Day Art School",,,,,,,,,,,2,,2012-12-28T21:03:28Z,,,,
18058279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11929,4,"George Nelson and Associates",,,,,,,,,,,2,,2012-12-28T21:03:28Z,,,,
18043085,,,,,/m/0265_dc,1,,2012-12-28T20:44:43Z,,,,,,,,,,,,,,,,,,,,,1193,4,"Ubaldo Gandolfi",,,,,,,,,,7585400,1,"Ubaldo Gandolfi",2012-12-28T20:44:43Z,,,,
18058281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11930,4,"Noah Butkin",,,,,,,,,,,2,,2012-12-28T21:03:28Z,,,,
68736511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11931,4,"Alan J. Dworsky",,,,,,,,,,,,,,,,,
68736513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11932,4,"Leo H. Dworsky",,,,,,,,,,,,,,,,,
68736515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11933,4,"W. E. Dwyer",,,,,,,,,,,,,,,,,
68736517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11934,4,"Walter Dziura",,,,,,,,,,,,,,,,,
68736521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11935,4,"East and West Shop",,,,,,,,,,,,,,,,,
68736523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11936,4,"David Easton",,,,,,,,,,,,,,,,,
68736525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11937,4,"Robert Ebendorf",,,,,,,,,,,,,,,,,
68736527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11938,4,"Susanna Ebendorf",,,,,,,,,,,,,,,,,
18058283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11939,4,"Cora E. Wilson",,,,,,,,,,,2,,2012-12-28T21:03:28Z,,,,
18043087,,,,,,,,,,,,,,1,,2012-12-27T22:20:10Z,,,,,,,,,,,,,1194,4,"Rembrandt Harmensz van Rijn",,3469,1,"Rembrandt van Rijn",2012-12-28T23:18:38Z,,,,,4254144,1,Rembrandt,2012-12-28T23:18:38Z,,,,
18058285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11940,4,"John Andrew",,,,,,,,,,,,,,,,,
18058287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11941,4,"Arthur B. Carlson",,,,,,,,,,,2,,2012-12-28T21:03:29Z,,,,
68736529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11942,4,"Francis B. Lothrop",,,,,,,,,,,,,,,,,
18058289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11943,4,"Mrs. George Batchelder",,,,,,,,,,,2,,2012-12-28T21:03:29Z,,,,
18058291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11944,4,"Jordan Abbott",,,,,,,,,,,2,,2012-12-28T21:03:29Z,,,,
68736531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11945,4,"Thomas S. Tibbs",,,,,,,,,,,,,,,,,
68736533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11947,4,"Dr. Charles W. Lester",,,,,,,,,,,,,,,,,
68736535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11948,4,"Estate of Julian Clarence Levi",,,,,,,,,,,,,,,,,
18043089,,,,,,,,,,,,,1390,1,"Ranson, Pierre",2012-12-28T23:18:38Z,,,,,,,,,,,,,1195,4,"Pierre Ranson",,,,,,17493270,1,,2012-12-27T22:20:11Z,,,,,,,,
68736539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11951,4,"Dr. Marilyn G. Karmason",,,,,,,,,,,,,,,,,
18058295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11952,4,"Miss Ruth B. Moran",,,,,,,,,,,2,,2012-12-28T21:03:29Z,,,,
18058297,,,,,/m/07k8hz6,1,,2012-12-27T22:41:52Z,,,,,,,,,,,,,,,,,,,,,11953,4,"Mary Nimmo Moran",,52979,1,"Moran, Mary",2012-12-28T23:18:38Z,26085607,1,,2012-12-27T22:41:52Z,,,,,,,,
18058299,,,,,/m/03cdgcd,1,,2012-12-27T22:41:52Z,,,,,,,,,,,,,,,,,,,,,11954,4,"Theodore R. Davis",,,,,,,,,,13663546,1,"Theodore R. Davis",2012-12-28T23:18:38Z,,,,
68736543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11955,4,"Dr. Richard Grant",,,,,,,,,,,,,,,,,
68736545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11957,4,"John M. Thompson",,,,,,,,,,,,,,,,,
68736547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11958,4,"Mrs. John M. Thompson",,,,,,,,,,,,,,,,,
18058301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11959,4,"Armand G. and Barbara L. Winfield  Archive",,,,,,,,,,,2,,2012-12-28T21:03:30Z,,,,
18058303,,0,,2013-02-12T17:44:23Z,,,,,,,,,,,,,,,,,,,,,,,,,11961,4,"V. Sasikov",,,,,,,,,,,2,,2012-12-28T21:03:30Z,,,,
68736551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11962,4,"Richard Ederheimer",,,,,,,,,,,,,,,,,
68736553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11963,4,"Educational Art Service Company",,,,,,,,,,,,,,,,,
68736557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11964,4,"Ben Edwards",,,,,,,,,,,,,,,,,
68736559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11965,4,"Clarissa Edwards",,,,,,,,,,,,,,,,,
68736561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11966,4,"Mrs. A. Eecen-Van Setten",,,,,,,,,,,,,,,,,
18043093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197,4,"Scott and Teegen",,,,,,,,,,,2,,2012-12-28T20:44:43Z,,,,
68736563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11970,4,"Mrs. Martin Egan",,,,,,,,,,,,,,,,,
68736567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11971,4,"Mrs. Gordon Eggers",,,,,,,,,,,,,,,,,
68736565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11972,4,"Mrs. Bettina Ehrilch",,,,,,,,,,,,,,,,,
18058311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11973,4,"Frederick Saal",,,,,,,,,,,2,,2012-12-28T21:03:30Z,,,,
68736569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11974,4,"Karl Eigsti",,,,,,,,,,,,,,,,,
68736571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11977,4,"Ferdinand Eiseman",,,,,,,,,,,,,,,,,
68736575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11978,4,"Mamie Eisenhower",,,,,,,,,,,,,,,,,
68736577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11979,4,"Mrs. William B. Eldredge",,,,,,,,,,,,,,,,,
18043095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198,4,"Barry Deck",,,,,,,,,,,2,,2012-12-28T20:44:43Z,,,,
68736579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11980,4,"Joost Elffers",,,,,,,,,,,,,,,,,
68736581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11981,4,"Mrs. I. Ellis",,,,,,,,,,,,,,,,,
68736583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11982,4,"Mr. Jackson Ellis",,,,,,,,,,,,,,,,,
18058323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11986,4,"Henry Horwitt",,,,,,,,,,,2,,2012-12-28T21:03:31Z,,,,
18058327,,2,,2013-02-12T17:44:23Z,,,,,,,,,,,,,,,,,,,,,,,,,11988,4,"Frank Jay Haynes",,,,,,,,,,25313249,1,"Frank Jay Haynes",2012-12-28T21:03:32Z,,,,
18058329,,3,,2013-02-12T17:44:24Z,/m/03y9bw2,1,,2012-12-27T22:41:55Z,,,,,,,,,,,,,,,,,,,,,11989,4,"John K. Hillers",,,,,,15073717,1,,2012-12-27T22:41:55Z,16532086,1,"John Karl Hillers",2012-12-28T23:18:39Z,,,,
18043097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,4,"American Center for Design",,,,,,,,,,,2,,2012-12-28T20:44:43Z,,,,
18058331,,0,,2013-02-12T17:44:21Z,,,,,,,,,,,,,,,,,,,,,,,,,11990,4,"Nicholas Goldsmith",,,,,,,,,,,2,,2012-12-28T21:03:32Z,,,,
18058333,,0,,2013-02-12T17:44:22Z,,,,,,,,,,,,,,,,,,,,,,,,,11991,4,"Ali Tayar",,,,,,,,,,,2,,2012-12-28T21:03:32Z,,,,
18058335,,0,,2013-02-12T17:44:20Z,,,,,,,,,,,,,,,,,,,,,,,,,11992,4,"F.T.L. Associates",,,,,,,,,,,2,,2012-12-28T21:03:33Z,,,,
18058337,,2,,2013-02-12T17:44:24Z,/m/0gg79rv,1,,2012-12-27T22:41:56Z,,,,,,,,,,,,,,,,,,,,,11993,4,"Paul Haigh",,,,,,,,,,31035477,1,"Paul Haigh",2012-12-28T23:18:39Z,,,,
18058341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11995,4,"Charles W. Moore",,,,,,,,,,21042043,1,"Charles W. Moore",2012-12-28T21:03:33Z,,,,
68736585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11997,4,"Edward Maag Corporation",,,,,,,,,,,,,,,,,
18058345,,3,,2013-02-12T17:44:21Z,/m/09rxc_m,1,,2012-12-27T22:41:56Z,,,,,,,,,,,,,,,,,,,,,11998,4,"Jean-Baptiste Lallemand",,48682,1,Lallemand,2012-12-28T23:18:39Z,49493176,1,,2012-12-27T22:41:56Z,25540081,1,"Jean-Baptiste Lallemand",2012-12-28T23:18:39Z,,,,
68736587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11999,4,"Lyn Ely",,,,,,,,,,,,,,,,,
18041121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,4,"Giles Kotcher",,,,,,,,,,,2,,2012-12-28T20:42:43Z,,,,
18043099,,,,,/m/0g_6k,1,,2012-12-28T20:44:43Z,500014094,1,"Miró, Joan",2012-12-28T23:18:39Z,613769,1,"Jo á. Miró",2012-12-28T23:18:39Z,,,,,4016,1,"Joan Miró",2012-12-28T23:18:39Z,,,,,1200,4,"Joan Miró",,12657,1,"Joan Miro",2012-12-28T23:18:39Z,9850739,1,,2012-12-28T20:44:43Z,63093,1,"Joan Miró",2012-12-28T20:44:43Z,,,,
68736589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,4,"Mrs. Gregory Smith",,,,,,,,,,,,,,,,,
18058347,,0,,2013-02-12T17:44:22Z,,,,,,,,,,,,,,,,,,,,,,,,,12001,4,"Ugo Zovetti",,,,,,,,,,,2,,2012-12-28T21:03:34Z,,,,
68736593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12007,4,"Mrs. G. Page Ely",,,,,,,,,,,,,,,,,
68736595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12009,4,"Mrs. John A. Ely",,,,,,,,,,,,,,,,,
18043101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,4,"Lise Hirtz",,,,,,,,,,,2,,2012-12-28T20:44:44Z,,,,
68736597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12011,4,"Herman Le Roy Emmet",,,,,,,,,,,,,,,,,
18043103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1202,4,"Jeanne Bucher, France",,,,,,,,,,,2,,2012-12-28T20:44:44Z,,,,
18058377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12025,4,"J.Q.A. Ward",,,,,,,,,,14310400,1,"J.Q.A. Ward",2012-12-28T21:03:36Z,,,,
68736605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12026,4,"William D. Eppes",,,,,,,,,,,,,,,,,
18043105,,,,,/m/09qpn6,1,,2012-12-28T20:44:44Z,,,,,991,1,"Solimena, Francesco",2012-12-28T23:18:39Z,,,,,,,,,,,,,1203,4,"Francesco Solimena",,57247,1,"Francesco, Solimena",2012-12-28T23:18:39Z,29802024,1,,2012-12-28T20:44:44Z,3624721,1,"Francesco Solimena",2012-12-28T20:44:44Z,,,,
68736607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12036,4,"Mrs. A. W. Erickson",,,,,,,,,,,,,,,,,
18058399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12039,4,"Albert E. Ernst",,,,,,,,,,,2,,2012-12-28T21:03:38Z,,,,
18058401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12040,4,"The Hobby Shop",,,,,,,,,,,2,,2012-12-28T21:03:38Z,,,,
18058409,,,,,/m/01snw0,1,,2012-12-28T21:03:39Z,,,,,,,,,,,,,,,,,,,,,12046,4,"Karl Friedrich Schinkel",,2027,1,,2012-12-28T21:03:39Z,17298593,1,,2012-12-28T21:03:39Z,307108,1,"Karl Friedrich Schinkel",2012-12-28T21:03:39Z,,,,
68736615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12047,4,"Maggie Saliskie",,,,,,,,,,,,,,,,,
68736617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12048,4,"K. C. Witherell",,,,,,,,,,,,,,,,,
68736619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12049,4,"Red Dog Films",,,,,,,,,,,,,,,,,
68736621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12050,4,"Louis Dreyfus Property Group",,,,,,,,,,,,,,,,,
18058415,,0,,2013-02-12T17:47:47Z,/m/0h3wfyf,1,,2012-12-28T21:03:39Z,,,,,1714,1,"Hohlwein, Ludwig",2012-12-28T23:18:39Z,,,,,2700,1,"Ludwig Hohlwein",2012-12-28T23:18:39Z,,,,,12053,4,"Ludwig Hohlwein",,13618,1,"Hohlwein, Ludwig",2012-12-28T23:18:39Z,3266216,1,,2012-12-28T21:03:39Z,,,,,,,,
18058417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12054,4,"Mrs. Dexter J. Purinton",,,,,,,,,,,2,,2012-12-28T21:03:39Z,,,,
18058419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12055,4,"Fireside Game Company",,,,,,,,,,,2,,2012-12-28T21:03:39Z,,,,
18058421,,0,,2013-02-12T17:47:46Z,,,,,,,,,,,,,,,,,,,,,,,,,12056,4,"A. Lacroix & Cie",,,,,,,,,,,2,,2012-12-28T21:03:40Z,,,,
18058423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12057,4,"Karen Johnson Keland",,,,,,,,,,,2,,2012-12-28T21:03:40Z,,,,
18058425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12058,4,"C. Gustave Mourraille",,,,,,,,,,,2,,2012-12-28T21:03:40Z,,,,
18043107,,,,,/m/0bmk8bq,1,,2012-12-28T20:44:44Z,,,,,,,,,,,,,,,,,,,,,1206,4,"Jean Saudé",,,,,,,,,,26746395,1,"Jean Saudé",2012-12-28T20:44:44Z,,,,
18058429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12060,4,"Mr. Leslie Schreyer",,,,,,,,,,,2,,2012-12-28T21:03:40Z,,,,
68736623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12061,4,"Mrs. Alice Schreyer",,,,,,,,,,,,,,,,,
