Frederick Dallas Hamilton Road Pottery,18043783,0,0
Fulper Pottery Company,18043785,0,0
Georg Jensen Sølvsmedie,18043787,0,0
Gorham Manufacturing Company,18043789,0,0
Grueby Pottery,18043791,0,0
Grueby Faience Company,18043793,0,0
Huet,18043811,0,0
Jacquemart & Benard,18043815,0,0
James Shoolbred & Co.,18043819,0,0
Jennens & Bettridge,18043821,148830495,0
Gerrit Pietersz Kam,18043825,0,0
Adriaen Kocx,18043831,0,0
L.,18043833,66609417,770461
Jan Jansz Van Der Laan,18043835,0,0
Lalique,18043837,22171189,68360
Lenox China,18043839,0,0
"Linthorpe Pottery, Yorkshire",18043843,0,0
Simon Lissim,18043845,37081351,0
M.H. Birge & Sons Co.,18043847,0,0
Mary Chase Perry,18043851,22097760,14261804
Meissen,18043857,134772524,0
Minton's Art Pottery Studio,18043861,0,0
Morris & Co.,18043865,0,0
William Morris,18043867,22146194,33277
Oriel,18043871,139105044,0
Pavel Ovchinikov,18043873,0,0
Overbeck,18043875,58339,890196
de Paeuw (the Peacock Factory),18043877,0,0
Pewabic Pottery,18043879,172916995,0
Premier Manufacturing Company,18043885,0,0
Reveillon,18043891,55277821,10029748
Carlo A. Urbinati Ricci,18043893,0,0
Robert Graves Co.,18043897,0,0
Robineau Pottery,18043901,0,0
Rookwood Pottery,18043903,0,0
Kataro Shirayamadani,18043911,0,0
Rosenthal Glas Und Porzellan Aktiengesellschaft,18043913,0,0
Royal Doulton,18043915,0,0
Sèvres Porcelain Manufactory,18043925,0,0
Jutta Sika,18043929,0,0
Thomas Webb & Sons,18043937,0,0
Matteo Thun,18043943,0,0
Henry Tooth,18043945,0,0
University City Pottery,18043947,0,0
Van Briggle Pottery Company,18043951,0,0
Alessandro Vecchiato,18043953,0,0
Louwijs Victorsz,18043955,0,0
W. Campbell & Co.,18043957,0,0
W.A.S. Benson Ltd.,18043959,0,0
Hans Warnecke,18043965,0,0
Wedgwood,18043969,17248967,16295
Weller Pottery,18043973,0,0
William Campbell W.P.,18043975,0,0
William Morris & Co.,18043977,0,0
Worcester,18043981,158012874,0
Zuber & Cie,18043983,0,0
cm,18043985,0,0
vd,18043987,0,0
"Angela Cummings (American, b. Austria 1944)",18043989,0,0
Arita Porcelain Company,18043991,0,0
Bloomingdale's,18043993,0,0
Robert Cadman and Company,18043995,0,0
Wilhelm Wagenfeld,18044003,93091146,6849554
Jens H. Quistgaard,18044007,14235772,23865289
Vivianna Torun Bülow-Hübe,18044009,0,0
"Zsolnay, Pècs Factory",18044011,0,0
Joe Colombo,18044019,51893258,2540466
Caroline Virginia (Rich) McGuffey,18044023,0,0
Paolo Venini,18044027,57764225,24775951
Sasaki,18044031,0,0
Robert Crawford Johnson,18044043,0,0
Mary Ann (Toots) Zynsky,18044045,0,0
Koloman Moser,18044047,37018321,2809986
Schule Professor Koloman Moser,18044049,0,0
Wiener Porzellan Josef Böck,18044051,0,0
Arabia,18044055,0,0
Latino Movio,18044057,0,0
"Holland, Aldwinkle & Slater",18044059,0,0
Hukin & Heath,18044061,0,0
Degler,18044063,0,0
Rosenthal Aktiengesellschaft,18044069,0,0
Malcolm Foster,18044077,0,0
Oak Hill Industries Corporation,18044079,0,0
Kaj Franck,18044083,32056963,1853796
George  E. Ohr,18044085,47562808,1539302
John A. Foster,18044089,0,0
Lisbet Dæhlin,18044091,0,0
Bente Sætrang,18044093,0,0
Richard Notkin,18044095,117694524,32150699
Mintons Ltd.,18044099,0,0
William Taylor,18044103,5986440,32689903
Joann Carol Spamer,18044107,0,0
Petrus van Marum,18044113,0,0
P V M,18044115,0,0
W. S. Coleman,18044117,44146514,0
Genevieve Wertheim Wasser,18044121,0,0
Jørgen Jensen,18044123,0,0
Holdcroft,18044125,95785366,0
Davin Stowell,18044129,0,0
Tom Dair,18044131,0,0
John Lonczak,18044133,0,0
Dorothy Hafner,18044139,96257374,0
Hans Collaert,18044143,17504344,0
"Smart Design, Inc.",18044147,0,0
Copco,18044149,0,0
Jean Luce,18044151,0,0
Charles Ahrenfeldt,18044153,0,0
Viktor Schreckengost,18044155,8328916,3845590
Cowan Pottery Studio,18044157,0,0
Bow factory,18044159,0,0
Peter Behrens,18044161,74643773,1028472
Wertheim Department Store,18044163,0,0
Albert R. Valentien,18044165,0,0
W. E. Hentschel,18044167,0,0
Joseph Fortune Meyer,18044169,0,0
Helen M. Lyons,18044173,0,0
Sara Sax,18044175,0,0
Charles Baskerville,18044177,0,0
Jean Cros,18044179,0,0
John Wakelin,18044181,96243695,0
Wakelin and Taylor,18044183,0,0
"Walter Dorwin Teague, Jr.",18044185,0,0
Newton P. Bevin,18044187,0,0
Henry O. Milliken,18044189,0,0
Childs Frick,18044191,0,0
Hanns Brenisa,18044197,0,0
Görg Schwÿtzer,18044199,0,0
Hanns Schnetzer,18044201,0,0
Elsa Peretti,18044203,0,0
"Halston Enterprises, Inc.",18044205,0,0
Max Factor,18044207,0,0
Noritake,18044209,0,0
Imperial Hotel,18044211,0,0
Edward Colonna,18044215,53079434,0
"Borek Sipek (Czech, b. 1949)",18044219,0,0
Compagnie d'Esthetique Industrielle,18044221,0,0
Air France,18044223,0,0
Alessandro Mendini,18044233,113540568,4403153
Klise Woodenware Company,18044237,0,0
Ronald E. Kent,18044241,0,0
Liberty & Company,18044251,0,0
Archibald Knox,18044253,64814185,17507388
Louis Comfort Tiffany,18044255,2479289,73516
Tiffany Furnaces,18044257,0,0
"Ettore Sottsass, Jr.",18044261,93197959,385762
Perry A. King,18044263,246042483,0
Dagobert Peche,18044265,35254506,23848751
Gijs Bakker,18044267,49384423,0
Charles Eames,18044269,15576677,0
Evans Products Company,18044271,0,0
Ruth Anne Grove,18044273,0,0
Grove & Grove,18044275,0,0
Ward Bennett,18044277,68875590,0
Joseph-Théodore Deck,18044281,24609724,12674021
"Benham & Froud, Ltd.",18044285,0,0
Clauss Kuntzli,18044287,0,0
Enzo Mari,18044291,112227386,0
Bruno Munari,18044293,90119120,2911961
Pierre-Francois Dinand,18044303,0,0
Paco Rabanne,18044305,0,0
Knoll Group,18044317,0,0
Knoll International,18044323,0,0
Jens Risom,18044325,266320008,25343777
Frederick Hurten Rhead,18044327,0,0
Homer Laughlin Pottery Co.,18044329,0,0
Joseph E. Birmingham,18044337,0,0
Shreve & Co.,18044339,0,0
Eric Ravilious,18044341,15842729,1333837
Wilkinson,18044345,0,0
Alphonse Giroux & Cie,18044347,0,0
Tiffany Studios,18044349,0,0
Copenhagen Porcelain Manufactory,18044351,0,0
Torben Hardenberg,18044353,0,0
René Lalique,18044355,22171189,68360
Fortunato Pio Castellani & Sons,18044357,0,0
Marc Lalique,18044361,0,0
Cristal Lalique,18044363,0,0
Napier,18044365,0,0
Sand's End Pottery,18044367,0,0
William Frend de Morgan,18044369,56604112,859526
Moravian Pottery and Tile Works,18044371,0,0
W. Ridgway & Company,18044373,0,0
"Kai International Co., Ltd.",18044375,0,0
Igarashi Studio,18044377,0,0
Pavel Opocensky,18044379,83999388,0
Judy Onofrio,18044381,41733520,0
Daniel Mack,18044383,0,0
Gertrud Natzler,18044393,32804689,0
Otto Natzler,18044395,264088447,10828342
Olaf Skoogfors,18044417,179161869,3143947
Gaetano Pesce,18044441,95756760,0
Cassina and Busnelli Italia (C & B),18044443,0,0
Jonathan de Pas,18044445,172366948,0
Donato d'Urbino,18044447,0,0
Paolo Lomazzi,18044449,0,0
Poltronova-Gufram,18044451,0,0
Nathan G. Horwitt,18044455,0,0
iitala/Nuutajarvi,18044457,0,0
Markku Salo,18044459,0,0
Longton Hall,18044461,0,0
Sampson in the style of Frankenthal,18044463,0,0
Mennecy,18044465,123061788,0
Limback,18044467,0,0
Volkstedt,18044469,0,0
Munden,18044471,0,0
William Katavolos,18044481,0,0
Ross Littell,18044483,96270544,0
Douglas Kelley,18044485,0,0
Laverne,18044487,0,0
Roberto Sebastian Matta,18044489,17231698,1067409
Gavina,18044491,0,0
Mario Bellini,18044493,110266053,2457839
Bernard Rancillac,18044495,0,0
Galerie Lacloche,18044497,0,0
Jean-Pierre Vitrac,18044499,0,0
Verre Lumiere,18044501,173075029,0
Gianfranco Frattini,18044503,69728247,25169657
Artemide,18044507,267980815,0
Gae Aulenti,18044509,0,0
Candle,18044511,0,0
EPIAG,18044533,0,0
Vittorio Gregotti,18044539,89638446,7119776
Stratton & Seymour,18044541,0,0
Timo Sarpaneva,18044543,59092734,1853957
Iittala Glassworks,18044545,0,0
Arne Jacobsen,18044547,5725624,86768
A/S Stelton,18044549,0,0
Kay Bojesen,18044551,13515766,28017210
Kosta Boda,18044553,0,0
Singe Persson-Melin,18044555,0,0
Kerstin Nichols,18044561,0,0
Abraham Drentwet,18044563,49497675,0
"Dominick and Haff, New York",18044567,0,0
Rorstrand,18044573,0,0
Edwin Scheier,18044575,25411413,7679503
Mary Scheier,18044577,78659570,8486669
Tapio Wirkkala,18044579,96399990,1853769
Andre Dubreuil,18044581,0,0
Eddie Dominguez,18044585,0,0
Mono-Metallwarenfabrik Seibel GmbH,18044589,0,0
"Robyn Nichols (American, b. 1955)",18044591,0,0
Breon O'Casey,18044605,63505992,0
Hall China Company,18044609,0,0
Stiletto Studios,18044611,0,0
Ridgway & Abington,18044613,0,0
Josef Turnbach,18044615,0,0
Theodorus Adriaan Christiaan Colenbrander,18044617,0,0
Arnhem Faience Factory,18044619,0,0
Val St. Lambert,18044623,0,0
Roelof Sterken,18044625,0,0
Hans J. Wegner,18044627,42645569,473007
Trifari,18044633,0,0
Marcello Nizzoli,18044635,30483196,6556328
Sabattini Argenteria S.p.A.,18044637,0,0
Gwathmey Siegel & Associates,18044647,135017738,0
Swid Powell Design,18044649,0,0
Alias,18044651,0,0
Heinrich Böker and Co.,18044653,0,0
Julius Dessoir,18044655,0,0
Vereinigte Lausitzer Glaswerke AG,18044661,0,0
Eugene Schoen,18044663,78976914,0
Frank Rebajes,18044667,0,0
Marcel Breuer,18044669,9899554,1174550
Johann Joachim Kändler,18044673,32791264,32898102
Erik Fleming,18044675,0,0
Karl Hulström,18044677,0,0
Robert Engström,18044679,0,0
Veuve Perrin Factory,18044681,0,0
Berlin Porcelain Factory,18044683,0,0
George E. Bissell,18044685,0,0
Gorham Company Founders,18044687,0,0
Samuel Bing,18044689,32839322,335794
L'Art Nouveau,18044691,0,0
L Rodzianko,18044693,0,0
Manuel Canovas,18044701,96453944,0
Annie Breckenfeld,18044705,0,0
Linda Celantano,18044707,0,0
Brent Markee,18044709,0,0
Salviati & Company,18044711,0,0
Philippe Costard,18044713,0,0
Porter Blanchard,18044715,0,0
Westclox,18044721,0,0
William Lequier,18044729,0,0
Orrefors,18044735,0,0
David Law,18044737,0,0
Venini Glassworks,18044739,0,0
Bibs Hosak-Robb,18044741,0,0
Robbe & Berking,18044743,0,0
A.W.N.  Pugin,18044755,17247761,103268
Pierre-Philippe Thomire,18044759,34705014,12157374
Minton and Company,18044761,0,0
Ludwig Zepner,18044763,0,0
Christoph Ciesielski,18044765,0,0
Meissen Porcelain Factory,18044767,134772524,0
Steuben Glass,18044769,0,0
Reed & Barton,18044781,0,0
Wood & Hughes,18044783,0,0
James Powell & Sons,18044785,0,0
Frederick Carder,18044787,93367478,3903160
Steuben,18044789,66735737,5391725
Cousins Design,18044791,0,0
James Arpad,18044795,0,0
Keith Murray,18044797,1161573,2473786
Norman Wilson,18044799,0,0
Roseville Pottery,18044801,0,0
Hoke 2,18044805,0,0
Morison S. Cousins,18044807,0,0
Lily Ascher,18044809,0,0
David Vestal,18044811,0,0
Ericka Gorecka-Ekan,18044813,0,0
Sadie Bordeaux,18044815,0,0
Richard Redgrave,18044819,284011,2333217
Piet Zwart,18044821,108360675,2784087
Guerlain,18044823,0,0
Cappellini,18044843,0,0
Braun AG,18044845,0,0
Joseph Angell III,18044849,0,0
Thorbjorn Lie-Jorgenson,18044853,0,0
Marijke de Goey,18044857,96182751,0
Philippe Starck,18044865,29571218,156436
Josef Mendes Da Costa,18044867,0,0
Longwy Pottery,18044879,0,0
W.A. Kropp,18044881,0,0
Pelican Products,18044883,0,0
Zelco Industries,18044885,0,0
Garrity,18044887,0,0
Black & Decker,18044889,0,0
BMG,18044891,0,0
Rayovac Corp.,18044893,0,0
Atchley-Whitney,18044895,0,0
Richard Sussmuth,18044897,0,0
Ludwig Wierthaler,18044899,0,0
Guido Andlowitz,18044901,0,0
Kai Fisker,18044903,0,0
René Paul Chambellan,18044905,96033593,871528
Westinghouse,18044909,0,0
Oster,18044911,139032613,0
Wagner Ware Manufacturing Company,18044917,0,0
Esther Raphael Ward,18044923,0,0
"Gidding, Jaap",18044927,77460662,0
G.W. Dijsselhof,18044929,284069,0
Emma Gismondi Schweinberger,18044931,0,0
Leonard Hellmuth,18044933,0,0
Merkelbach,18044935,0,0
Harold Buchrucker,18044937,0,0
Richard Uhlemeyer,18044939,0,0
George Sakier,18044941,0,0
Fostoria Glass Company,18044943,0,0
Alfred Kintz,18044945,0,0
International Silver Company,18044947,0,0
Hilda Jesser,18044949,0,0
"Shreve, Crump & Low",18044951,0,0
Saturday Evening Girls Club,18044953,0,0
Edward Timothy Hurley,18044955,29438069,0
California Faience Company,18044957,0,0
Arthur Eugene Baggs,18044959,0,0
Marblehead Pottery,18044961,0,0
Glendon Good,18044965,0,0
Tias Eckhoff,18044967,0,0
Abraxes,18044969,0,0
Villeroy and Boch,18044975,0,0
Francois-Emile Décorchemont,18044979,59986184,0
"Eveready Battery Company, Inc.",18044985,0,0
Charles Rennie Mackintosh,18044987,74645185,54595
Berndorf,18044989,0,0
Richard Sapper,18044991,32153349,8548168
Marco Zanuso,18044993,79418031,10906526
Sointu,18044995,0,0
Becker Inc.,18044997,0,0
EFM,18044999,0,0
The Museum of Modern Art,18045001,0,0
Fons Reggers,18045003,0,0
Pedro's U.S.A.,18045007,0,0
L.M. Ericsson Company,18045009,0,0
Western Electric Manufacturing Company,18045011,0,0
Kem Weber,18045013,14693483,4223241
"Lawson Time, Inc.",18045015,0,0
Hammond,18045017,0,0
Zephyr American Corp.,18045019,0,0
Pennwood Numechron Co.,18045021,0,0
H. Boulenger & Cie.,18045023,0,0
August Delaherche,18045025,0,0
Adrien-Pierre Dalpayrat,18045027,62380858,0
Unger Brothers,18045029,0,0
Timothy deFiebre,18045033,0,0
Poul Hansen,18045037,0,0
"Zuid Holland Factory, Gouda",18045043,0,0
Hendrik Petrus Berlage,18045045,59236068,775874
Cornelis de Lorm,18045051,65567780,0
L.J. Muller,18045055,0,0
W.H. Gispen,18045057,42636696,26924909
Amphora Factory,18045059,0,0
Willem Coenraad Brouwer,18045061,95981754,0
A.F. Cral,18045063,0,0
Jean-Charles-Francois Leloy,18045065,0,0
Alexandre Brongniart,18045067,70828,2112528
Bert (Lambertus) Nienhuis,18045069,133288536,0
"de Distel Pottery, Amsterdam",18045071,0,0
Jan Willem Mijnlief,18045073,0,0
"Holland Pottery, Utrecht",18045075,0,0
J.J. van Goor,18045077,0,0
Carel Adolph Lion Cachet,18045079,54034845,0
Sam Schellink,18045083,0,0
Daniel Harkink,18045085,0,0
Jean-Baptiste-Claude Odiot,18045087,227066275,10729115
Fabergé,18045089,82755295,149189
Lomonosov Porcelain Factory,18045091,0,0
Corning Glass Works,18045093,0,0
Lurelle Van Arsdale Guild,18045095,0,0
John Morriset,18045099,0,0
Henri Clavel,18045101,0,0
Hayno Focken,18045103,0,0
Albert Thomee,18045105,0,0
Valerie (Vally) Wieselthier,18045107,0,0
Paul Haustein,18045109,0,0
Carl Schappel,18045111,0,0
Eduard Schweitzer,18045113,0,0
Waechtersbach Steingut Fabrik,18045115,0,0
Ludwig Suetterlin,18045117,0,0
Armand-Albert Rateau,18045121,64280727,0
Young-Quinlan Rotshchild,18045123,0,0
Redlich and Co.,18045125,0,0
Grogan Co.,18045127,0,0
George Washington Maher,18045129,73451294,8931992
Cartier,18045131,109935928,406119
Michael Lacktman,18045133,0,0
Safronova Antoneena Federovna,18045135,0,0
Odessa Food Trust,18045137,0,0
Wallace Bothers,18045139,0,0
Moser Glass Factory,18045141,0,0
Carl Sorensen and Son,18045143,0,0
"Porcelaine de Flys, Holland",18045151,0,0
Walter Crane,18045153,74022344,739555
Eduard,18045167,0,0
Sunbeam Corporation,18045171,0,0
Jules Bouy,18045173,0,0
State Porcelain Factory,18045179,0,0
Valentin Semyonovich Shcherbakov,18045181,0,0
Mikhail Mikhailovich Adamovich,18045183,19637534,31261429
Natan Isaevich Altman,18045185,22256255,0
Veniamin Pavlovich Belkin,18045187,0,0
Ilia Grigorevich Chasnik,18045189,0,0
Sergei Vasilievich Chekhonin,18045191,30348718,0
Natalya Yakovlevna Danko,18045193,0,0
Dmitrov Porcelain Factory,18045195,0,0
Dulevo Porcelain Factory,18045197,0,0
Maria Petrovna Kirilova,18045199,0,0
Zinaida Viktorovna Kobyletskaya,18045201,96609360,0
Lebedeva,18045203,0,0
Kazimir Severinovich Malevich,18045205,14773228,17300
Trifon Zakharovich Podryabinnikov,18045207,0,0
Sofia Borisovna Pressman,18045209,0,0
Elizaveta Berngardovna Rozendorf,18045211,0,0
Rudolf Feodorovich Vilde,18045213,96609484,0
Vkhutemas,18045215,158182330,0
Alexei Viktorovich Vorobyevsky,18045217,96609497,0
Pyotr Vladimirovich Vyechegzhanin,18045219,0,0
Heinz Werner,18045221,0,0
Sigrid Osvaldovna Kulbach,18045223,0,0
Ludmilla Viktorovna Protopopova,18045225,0,0
Varvara Petrovna Freze,18045227,96609325,0
Highta Porcelain Factory,18045229,0,0
Dovbushsky Porcelain Factory,18045231,0,0
Krasnodarsk Porcelain Factory,18045233,0,0
Konakovsky Ceramics Factory,18045235,0,0
Andrei Vladimirovich Larionov,18045237,0,0
Eduard Mendelevich Krimmer,18045239,0,0
Konstantin Andreievich Somov,18045241,0,0
Vasilii Vasilievich Kuznetsov,18045243,96609373,0
Boris Mikhailovich Kustodiev,18045245,9839341,2179648
Irina Ilinichna Rozdestvenskaya,18045247,0,0
Boris Ivanovich Yakovlev,18045249,0,0
Maria Alexandrovna Briantseva,18045251,96609292,0
Ivan Ivanovich Riznich,18045253,0,0
Olga Maximilianovna Manvilova,18045255,0,0
Ivan Kuznetsov,18045257,0,0
Tigran Obnanovich Davtyan,18045259,0,0
Maria Mikhailovna Strakhovskaya,18045261,0,0
Anatoli Lukin,18045263,0,0
Alexander Nikolaevich Zlatovratsky,18045265,0,0
Varvara Feodorovna Rukavishnikova,18045267,0,0
Pervomaysky Porcelain Factory,18045269,0,0
The Kukryniksy,18045271,0,0
Volkhov Porcelain Factory,18045273,0,0
Alexander Terentevich Matveev,18045275,72677491,3146804
Vera Ignatevna Mukhina,18045277,22936784,4467600
Galina Sergeyevna Stolbova,18045279,0,0
Sofia Borisovna Velikhova,18045281,0,0
Elizaveta Nikolaevna Lupanova,18045283,0,0
Asta Davidovna Brzhezitskaya,18045285,0,0
Margarita Evganyevna Permiak,18045287,0,0
Korostensky Porcelain Factory,18045289,0,0
Elena Alexandrovna Ianson-Manizer,18045291,0,0
Ernest L. and Grace King,18045297,0,0
Takeshi Tsuruta,18045319,0,0
Seiji Wada,18045321,0,0
Takanobu Fujimoto,18045323,0,0
Mitsubishi Electronic Company,18045325,0,0
Greg Breiding,18045327,0,0
Keith Kresge,18045329,0,0
Deane Richardson,18045331,0,0
Frans van Nieuwenborg,18045333,96442969,0
Martijn Wegman,18045335,0,0
Mecky van den Brink,18045337,0,0
Joan Parcher,18045339,0,0
Daniel Kruger,18045341,0,0
Herman Hermsen,18045343,0,0
Yael Krakovsky,18045345,0,0
Hilde Foks,18045355,0,0
Ray Sander,18045357,0,0
Douglas M. Laib,18045361,0,0
Jacob Emanuel Laminit,18045363,0,0
Michael Barry,18045369,0,0
Shawn Hanna,18045371,0,0
Jay Wilson,18045373,0,0
Xerox,18045375,0,0
Patrick Florville,18045397,0,0
J. and L. Lobmeyr,18045401,0,0
Hermann Ratzerdorfer,18045403,0,0
Duncan Glass Company,18045405,0,0
"Ball, Black & Co.",18045407,0,0
Whiting Manufacturing. Co.,18045409,0,0
Meriden Silverplate Company,18045411,0,0
"Simpson, Hall, Miller, & Co.",18045413,0,0
Tone Vigeland,18045415,0,0
Bromley Hall,18045419,0,0
Ollive and Talwin,18045421,0,0
Oberkampf & Cie.,18045425,0,0
Josef Hillerbrand,18045427,0,0
Gustav Stickley,18045429,64817545,1338894
Ruth Hildegard Geyer-Raack,18045431,95998501,0
"Craftex Mills, Inc.",18045441,0,0
Patterson Fabrics,18045443,0,0
Louis-Henri Breviere,18045445,0,0
Philippe Wyngaert,18045447,0,0
Louis Bromante,18045451,96184573,0
Selan Hall,18045453,0,0
Jurgen Lehl,18045455,0,0
"Jurgen Lehl Co., Ltd.",18045457,0,0
Karl Vogelsang,18045459,0,0
JAB-Stoffe,18045465,0,0
Taunus Textildruck Zimmer,18045467,0,0
Christa Hausler-Goltz,18045469,0,0
Verner Panton,18045471,116681603,487018
"Mira-X International Furnishings, Inc.",18045473,0,0
Arthur Lee,18045475,77246749,1207232
Passaic Print Works,18045477,0,0
Witcombe-McGeachin & Co.,18045479,0,0
Petitpierre et Cie,18045481,0,0
Carolyn Ray,18045505,0,0
Mark Feigenbaum,18045507,0,0
Ray Wenzel,18045509,0,0
Marc/Raymond,18045511,0,0
Alan Grinberg,18045513,0,0
Mark C. Pollack,18045517,0,0
Jack Lenor Larsen Inc.,18045519,0,0
Alexandre Mimoglou,18045521,96402083,0
Christine Spindler,18045523,0,0
"Order Imports, Australia",18045525,0,0
Jean Lurcat,18045529,31999657,1429649
Bouvel Frere et Cie,18045535,0,0
Peter Siepelt,18045545,0,0
Larsen Design Studio,18045547,0,0
Astrid Sampe,18045553,0,0
Raymond Duncan,18045565,0,0
Jean-Baptiste Huët,18045567,49119206,4297978
Katharine Sturges,18045569,0,0
Sven Fristedt,18045571,0,0
Borås Wäfveri AB,18045573,0,0
Carolyn Ray Inc.,18045587,0,0
Heberlein Textildruck AG,18045589,0,0
John Wilson & Sons,18045591,0,0
Favre Petitpierre,18045593,0,0
A. Quesnel,18045595,0,0
Mainville & Fils,18045597,0,0
Ursula Luthi,18045599,0,0
Ulf Moritz,18045611,0,0
Junichi Arai,18045617,0,0
Matt Kahn,18045619,0,0
Pausa AG,18045629,0,0
Etzdorf Studio,18045631,0,0
Diane Itter,18045633,0,0
Mariska Karasz,18045635,0,0
Osborne and Little,18045637,0,0
PM Concepts,18045639,0,0
Wendy Wahl,18045641,0,0
Wahlworks,18045643,0,0
Marie Tuiccillo Kelly,18045645,0,0
Mary Walker Phillips,18045647,0,0
John Henry Dearle,18045651,59018897,12240071
"Morris & Company, Decorators Ltd.",18045653,0,0
Jordan Mills,18045659,0,0
Fujiwo Ishimoto,18045661,0,0
Marimekko Oy,18045663,137373075,0
Gayet et Montgirod,18045675,0,0
Atelier Martine,18045679,0,0
Paul Poiret,18045681,79038853,646742
Chris Lebeau,18045685,95745566,0
E.F.J. Van Dissel and Son,18045687,0,0
Lanette Scheeline,18045691,0,0
Raoul Dufy,18045693,56661160,744872
Chatham Manufacturing Company,18045695,0,0
Elenhank,18045697,0,0
NUNO Corporation,18045705,0,0
Édouard  Bénédictus,18045715,0,0
Brunet-Meunié et Cie.,18045717,0,0
K.K. Arai Creation Systems,18045719,0,0
Reiko Sudo,18045721,0,0
Hyodo Orimono Company,18045723,0,0
Jhane Barnes,18045727,0,0
Gota Tragardh,18045735,0,0
Carl-Johann De Geer,18045737,0,0
Patrick Frey,18045743,0,0
Pierre Frey,18045745,0,0
William Hodge,18045747,56866547,2343535
Nuriye Akeren,18045759,0,0
Intair,18045761,0,0
Hans Altona,18045763,0,0
Rosita Missoni,18045777,0,0
Art by the Yard,18045787,0,0
Maria Tulokas,18045795,0,0
Thomas Ratcliffe,18045797,0,0
Ettore Sottsass,18045807,93197959,385762
Howard Hodgkin,18045813,29552547,186466
Dorothy Wright Liebes,18045817,0,0
Penti Rinta,18045819,0,0
Irene Emory,18045825,0,0
Paul Riba,18045827,0,0
Barbara Harding,18045831,0,0
Bates Fabrics Inc.,18045833,0,0
Phoenix Silk Manufacturing Company,18045835,0,0
CECILE PLANCHAIS,18045839,0,0
Cheney Brothers,18045841,0,0
Robert Venturi,18045843,108427049,53621
Dwight Taylor,18045847,0,0
Clayton Knight,18045849,0,0
Stehli Silk Corporation,18045851,0,0
John Held Jr.,18045853,0,0
F.V. Carpender,18045855,0,0
Kneeland (Ruzzie) Green,18045857,0,0
Catharine Congdon,18045859,0,0
Esselte Map Service,18045867,0,0
Graphic Jackets,18045869,0,0
Interarts,18045871,0,0
Tomas Filsinger,18045873,0,0
American Printers & Lithographers,18045875,0,0
Interieur International Indecors,18045879,0,0
Susanne Dohm,18045881,0,0
Ethel Stein,18045887,0,0
Piot,18045895,30329184,44356
KBC of America,18045905,0,0
Koechlin Baumgartner & Cie,18045907,0,0
Lydia Bush-Brown,18045909,0,0
Adrien Karbowsky,18045911,67678776,0
Paul Simmons,18045913,0,0
Timorous Beasties,18045915,130100808,0
Rainbow,18045919,0,0
Eddie Squires,18045921,96066220,0
Ted Hallman,18045923,0,0
Bernard Rudofsky,18045927,44557607,1588280
Stead McAlpin & Co.,18045929,0,0
David Exley,18045933,0,0
Lucienne Day,18045935,0,0
Standfast (printer),18045945,0,0
Gilbert Fletcher,18045949,0,0
Vera,18045951,0,0
Elizabeth Cichon,18045953,0,0
Alexander Morton & Co.,18045955,0,0
May Morris,18045963,46825663,2294579
Harry Napper,18045965,96442832,0
Arthur Wilcock,18045971,0,0
Wolf Karnagel,18045973,0,0
Lufthansa German Airlines,18045975,0,0
"SunarHauserman, Inc.",18045987,0,0
Mariano Fortuny,18045993,66475439,36839628
Luba Krejci,18045995,0,0
Societa Anonima Fortuny,18045997,0,0
Rottmann & Co.,18045999,0,0
Tzaims Luksus,18046005,0,0
Elizabeth Tudor,18046009,0,0
"Elisabeth Pecker, American",18046015,0,0
Frances Butler,18046019,0,0
Goodstuffs Handprinted Fabrics,18046021,0,0
Carleton Varney,18046023,0,0
Vuokko Eskolin Nurmesniemi,18046025,0,0
Katsuji Wakisaka,18046027,0,0
Armi Ratia,18046029,0,0
"Robert Bonfils, French",18046033,0,0
Alexander Hayden Girard,18046041,27870229,7474087
David Barrow,18046053,0,0
Doris Duffee,18046055,0,0
F. Pieters,18046057,0,0
Habig,18046059,0,0
The Twigs,18046063,0,0
Cressida Bell,18046065,0,0
Marc Camille Chaimowicz,18046067,0,0
Heather Browne,18046069,0,0
Brooke Cadwallader,18046071,0,0
Barbro Nilsson,18046073,0,0
Pietro Carlo Noe,18046079,0,0
Warner-Artex,18046087,0,0
Stig Lindberg,18046089,0,0
Caroline Gray,18046093,0,0
Marco Pasanella,18046095,173727041,0
Alexander Brebner,18046097,0,0
Folly Cove Designers,18046101,0,0
Ken Done,18046105,0,0
Ana Urbanowicz-Krowacka,18046121,0,0
Sroldz. Zrzeszenie Chalupn,18046123,0,0
Lenore Tawney,18046125,95841653,3284408
Robert D. Sailors,18046135,0,0
Herter-Dalton Looms,18046141,0,0
Beppe Kessler,18046143,0,0
Noriko Hiroshige,18046145,0,0
Said Shohreh,18046147,0,0
F. Gregory Brown,18046151,95729548,0
Marion Dorn,18046153,53640563,0
Alistair McAuley,18046163,0,0
Robert et Cie,18046165,0,0
Trude Guermonprez,18046169,0,0
Owens Corning Fiberglass,18046171,0,0
Lion Cachet,18046173,54034845,0
Theodoor Willem Nieuwenhuis,18046175,0,0
W.G.J. Ramaer & Co.,18046177,0,0
Associated American Artists,18046183,143971353,0
John Hull,18046197,30880042,22035321
Gabor Peterdi,18046203,95818602,26666649
Tony Sarg,18046213,36095049,1717512
Merton Abbey,18046215,123062206,0
Anni Albers,18046221,32178846,3075550
Angelo Testa,18046223,0,0
