count_objects,id,name,superseded_by,supersedes,url
1,35293685,"print,woodblock",0,0,http://collection.cooperhewitt.org/types/35293685/
5,35293695,wineglass,0,0,http://collection.cooperhewitt.org/types/35293695/
1,35293601,Folding key,0,0,http://collection.cooperhewitt.org/types/35293601/
1,35293613,"card,new year's",0,0,http://collection.cooperhewitt.org/types/35293613/
1,35293637,Dressing knife,0,0,http://collection.cooperhewitt.org/types/35293637/
1,35293623,"Tea kettle, lamp, and cover",0,0,http://collection.cooperhewitt.org/types/35293623/
1,35293691,woven ribbon,0,0,http://collection.cooperhewitt.org/types/35293691/
1,35293669,Highball glass with straw,0,0,http://collection.cooperhewitt.org/types/35293669/
1,35293611,"card,easter",0,0,http://collection.cooperhewitt.org/types/35293611/
2,35293661,design for fabric,0,0,http://collection.cooperhewitt.org/types/35293661/
1,35293699,Folding fork and spoon,0,0,http://collection.cooperhewitt.org/types/35293699/
1,35293609,temperance card,0,0,http://collection.cooperhewitt.org/types/35293609/
1,35258365,Epigonation,0,0,http://collection.cooperhewitt.org/types/35258365/
1,35258307,Fragment of garment with bands,0,0,http://collection.cooperhewitt.org/types/35258307/
7,35258339,Garment,0,0,http://collection.cooperhewitt.org/types/35258339/
1,35287075,pyx,0,0,http://collection.cooperhewitt.org/types/35287075/
16,35287089,Sauce boat,0,0,http://collection.cooperhewitt.org/types/35287089/
7,35287077,quilting,0,0,http://collection.cooperhewitt.org/types/35287077/
2,35287085,wallet,0,0,http://collection.cooperhewitt.org/types/35287085/
1,35287091,putto,0,0,http://collection.cooperhewitt.org/types/35287091/
1,35237541,tureen with cover,0,0,http://collection.cooperhewitt.org/types/35237541/
2,35237515,basin,0,0,http://collection.cooperhewitt.org/types/35237515/
66,35237591,jug,0,0,http://collection.cooperhewitt.org/types/35237591/
24,35237509,ewer,0,0,http://collection.cooperhewitt.org/types/35237509/
7,35271985,Bound Volume,0,0,http://collection.cooperhewitt.org/types/35271985/
1,35261393,Trimming with fringe,0,0,http://collection.cooperhewitt.org/types/35261393/
3,35252605,music stand,0,0,http://collection.cooperhewitt.org/types/35252605/
18,35252679,perfume bottle,0,0,http://collection.cooperhewitt.org/types/35252679/
1,35257463,Cope hood fragment,0,0,http://collection.cooperhewitt.org/types/35257463/
1,35257457,Fragment mounted onto a support fabric,0,0,http://collection.cooperhewitt.org/types/35257457/
2,35296937,Scenic paper,0,0,http://collection.cooperhewitt.org/types/35296937/
44,35249363,pin,0,0,http://collection.cooperhewitt.org/types/35249363/
124,35249367,bracelet,0,0,http://collection.cooperhewitt.org/types/35249367/
3,35249399,bead,0,0,http://collection.cooperhewitt.org/types/35249399/
